name,domain,summarized_goal,persona_background,task_goal_label,greeting,fallback,difficulty,tags,bot_name,rules,goal,behavior_constraints,interaction_requirements,termination_conditions,success_judgment
sports-injury-prevention_chatbot,sports,Learn injury prevention techniques including warm-up routines stretching and recovery strategies,You play recreational basketball twice a week and often experience ankle sprains. You want warm-up exercises and strengthening routines to prevent future injuries.,Prevent sports injuries,Hello! I can help with injury prevention. What sports or exercises do you regularly do?,Stop any exercise immediately if you feel sharp pain. Consult a healthcare provider before returning.,easy,"sports, injury, safety",Injury Prevention,,Get a personalized warm-up routine and strengthening exercises to prevent ankle sprains during recreational basketball.,"['Mention you play basketball twice a week and have recurring ankle sprains.', ""Ask for exercises that don't require special equipment (only basic gym gear)."", ""Push back if advice is too generic (e.g., 'just stretch') or doesn't target ankles."", 'Mention you have about 10-15 minutes for warm-up before games.']",At least two back-and-forth exchanges (4+ messages total).,"You receive a specific warm-up routine (with named exercises like ankle circles, calf raises, or balance drills) and strengthening exercises (e.g., resistance band work, single-leg stands) that you can do without special equipment, or after 5 exchanges if not satisfied.","The chatbot provided a warm-up routine including at least two specific ankle-strengthening exercises (e.g., alphabet writing with toes, towel curls) and a dynamic warm-up (e.g., leg swings, walking lunges) that can be done in 10-15 minutes without special equipment, and acknowledged your basketball frequency and ankle sprain history."
sports-equipment-selection_chatbot,sports,Get guidance on choosing sports equipment including shoes protective gear and gear for specific sports,You need sports equipment recommendations. Share the sport and your experience level.,Choose the right sports equipment,Hello! What sport are you shopping for and what is your experience level?,Equipment fit is more important than brand. Try gear in person when possible.,easy,"sports, equipment, gear",Gear Advisor,,"Get personalized recommendations for a specific piece of sports equipment (e.g., running shoes, tennis racket) based on your experience level (beginner, intermediate, advanced).","- Provide the sport and experience level upfront.
- Ask for specific equipment type if not immediately suggested.
- Push back on generic advice by requesting details like budget, brand preference, or foot type.
- If the chatbot asks clarifying questions, answer them concisely.",At least two back-and-forth exchanges (4+ messages total).,"End when you receive a clear recommendation with a specific product name and reasoning, or after 5 exchanges without resolution.","The chatbot provided a specific product recommendation (e.g., 'Nike Air Zoom Pegasus 39') with justification tailored to the given sport, experience level, and any additional constraints (budget, foot type)."
sports-nutrition-for-athletes_chatbot,sports,Get sports nutrition guidance including pre-workout meals recovery nutrition and hydration strategies,You swim for an hour every morning and feel fatigued afterward. You need guidance on pre-swim snacks and post-workout recovery meals to improve energy.,Optimize your sports nutrition,Hello! What sport are you training for and how often do you work out?,Sports nutrition needs vary by activity and individual. Experiment during training not on game day.,medium,"sports, nutrition, performance",Sports Nutritionist,,"Get specific, actionable recommendations for a pre-swim snack (to eat 30-60 minutes before) and a post-swim recovery meal (within 30 minutes after) that will reduce fatigue during the swim and aid recovery afterward.","- Start by describing your fatigue without giving full details; wait for the chatbot to ask about timing and intensity.
- Push back if the advice is too generic (e.g., 'eat a banana' without specifics on portion or timing).
- Mention you have a moderate budget and prefer simple, whole foods.
- Ask for alternatives if the first suggestion doesn't suit your taste (e.g., dairy-free options).",At least three back-and-forth exchanges (6+ messages total) to ensure the chatbot probes enough to tailor advice.,"End the conversation when you receive a clear, actionable plan for both pre- and post-swim nutrition that includes specific foods, portions, and timing, OR after 6 exchanges without a satisfactory answer.","The chatbot is successful if it provides at least one concrete pre-swim snack (e.g., half a banana with peanut butter, or a small smoothie) with timing (30-60 min before) and a post-swim meal (e.g., Greek yogurt with berries and granola, or a turkey sandwich) within 30 minutes after, and explains why these choices help with fatigue."
sports-beginner-running_chatbot,sports,Get a beginner running plan including couch to 5k style progression and shoe recommendations,You haven't run since high school and want to start a couch to 5K program. You need shoe recommendations and a gradual schedule to avoid shin splints.,Start running safely,Hello! I can help you start running. What is your current activity level?,Start slowly. Run-walk intervals are a great way to build endurance without injury.,easy,"sports, running, fitness",Running Coach,,Get shoe recommendations for a beginner runner and a gradual running schedule to avoid shin splints.,"- Start by stating you haven't run since high school and want to avoid injuries like shin splints.
- Mention a tight budget (under $100) for shoes.
- Push back if the chatbot suggests overly intense schedules or expensive gear.
- Ask for specifics on how to gradually increase mileage.",At least two back-and-forth exchanges (4+ messages total).,End when you receive a specific shoe model under $100 and a week-by-week schedule that starts with walk-run intervals.,"The chatbot provided a concrete shoe model (name and price under $100) and a detailed weekly schedule (e.g., Week 1: 1 min run, 2 min walk repeat 5 times) that gradually increases running time."
beauty-skincare-routine_chatbot,beauty,Get personalized skincare routine recommendations based on skin type concerns and budget,"You have oily, acne-prone skin and want a simple morning and evening routine with drugstore products under $20 each to reduce breakouts and shine.",Get a personalized skincare routine,Hello! I can help with skincare. What is your skin type and what are your main concerns?,Skincare results take time. Give new products at least four weeks before evaluating results.,easy,"beauty, skincare, routine",Skincare Advisor,,"Get a simple morning and evening skincare routine using drugstore products under $20 each to reduce breakouts and shine on oily, acne-prone skin.","- Start by stating your skin type (oily, acne-prone) and primary concerns (breakouts, shine).
- Ask for drugstore products only and reiterate the $20 budget if the chatbot suggests expensive items.
- Request a simple routine (few steps) and push back if the routine is too complex or has too many steps.
- If the chatbot asks for more details (e.g., current routine, allergies), provide them only after initial suggestions are made.",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when you receive a complete morning and evening routine with specific product names, all under $20, and the routine is simple (≤4 steps per routine).","The chatbot succeeded if it provided a morning and evening routine with at least 2 products each, all priced under $20, available at drugstores, and specifically targeted for oily, acne-prone skin to reduce breakouts and shine."
beauty-makeup-advice_chatbot,beauty,Get makeup tips for everyday looks special occasions and product recommendations,"You're a beginner at makeup and want a natural everyday look for work. You need product recommendations for foundation, mascara, and lip color that are easy to apply.",Get makeup advice and guidance,Hello! What kind of makeup look are you interested in creating?,Makeup is personal expression. There are no rules only what makes you feel good.,easy,"beauty, makeup, cosmetics",Makeup Artist,,"Get product recommendations for a foundation, mascara, and lip color that are easy to apply and create a natural everyday look for work, with specific product names and application tips.","['Mention that you are a beginner and need easy-to-apply products.', 'Ask for specific product names and why they are suitable for a natural look.', 'Inquire about application tips for each product.', 'Mention that you have combination skin and prefer drugstore options.']",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when you have received at least one specific product recommendation for foundation, mascara, and lip color, along with application tips, or after 5 turns.","The chatbot is successful if it recommends at least one specific foundation, mascara, and lip color (e.g., Maybelline Fit Me Foundation, L'Oreal Voluminous Mascara, Burt's Bees Lip Shine) with brief application tips, and acknowledges your beginner status and preference for drugstore products."
beauty-haircare-guidance_chatbot,beauty,Get haircare advice including routines product recommendations and solutions for common hair concerns,"You have curly, frizzy hair and want to define your curls without using heat. You're looking for sulfate-free shampoos and leave-in conditioners.",Get better haircare guidance,Hello! I can help with haircare. What is your hair type and what concerns you most?,Hair type determines product needs. What works for straight hair may not work for curls.,easy,"beauty, hair, care",Hair Advisor,,"Find a sulfate-free shampoo and a leave-in conditioner that help define curly, frizzy hair without heat.","['Start by saying you have curly, frizzy hair and want to avoid heat styling.', ""Mention you're looking for sulfate-free products specifically."", ""If the chatbot suggests generic products, ask for specific product names or ingredients (e.g., 'Does this shampoo contain sulfates?')."", 'If the chatbot provides a list, ask for the top recommendation and why it works for frizzy curls.']",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when you receive at least one specific sulfate-free shampoo and one specific leave-in conditioner recommendation with reasoning for frizzy curls, or after 5 turns of back-and-forth without getting a concrete answer.","The chatbot successfully recommended at least one sulfate-free shampoo and one leave-in conditioner, explained why they help define curls without heat, and the recommendations are appropriate for frizzy curly hair."
beauty-spa-and-wellness_chatbot,beauty,Get guidance on spa treatments including facials massages and what to expect,You are interested in spa services. Share what kind of treatment you are considering.,Choose the right spa treatment,Hello! I can help with spa treatment guidance. What type of spa experience are you looking for?,Spa treatments may have contraindications for pregnancy or medical conditions. Consult a doctor if unsure.,easy,"beauty, spa, wellness",Spa Guide,,"Get personalized recommendations for a spa treatment that addresses my specific skin concerns (dryness, dullness) and fits within a $150 budget.","[""- Initially withhold budget and specific concerns; mention only that you're considering spa services."", ""- Push back if the chatbot suggests overly generic treatments (e.g., 'a facial') without asking for details."", '- If the chatbot asks clarifying questions, gradually reveal that your skin is dry and dull, and that you prefer a 60-90 minute treatment.', ""- Mention that you're open to add-ons like a scalp massage or a mask if they fit the budget.""]",At least three back-and-forth exchanges (6+ messages total).,"End the conversation when the chatbot provides a specific treatment recommendation (e.g., 'hydrating facial with exfoliation and a nourishing mask') with an estimated cost clearly under $150.","The chatbot succeeded if it identified my dry and dull skin concerns, recommended a specific treatment (e.g., 'customized hydrating facial' or 'brightening peel') with a price point at or below $150, and included at least one add-on option (e.g., scalp massage) that also fits the budget."
technology-device-recommendation_chatbot,technology,Get personalized device recommendations including laptops phones and tablets based on needs and budget,"You're a graphic designer needing a laptop that can handle Adobe Creative Suite smoothly, with a budget of $1,500. You also want good color accuracy.",Get a device recommendation,Hello! What kind of device are you looking for and what will you use it for?,Device specifications can be confusing. Focus on what you need the device to do not just specs.,easy,"technology, gadgets, shopping",Device Advisor,,"Find a laptop under $1,500 that can smoothly run Adobe Creative Suite (especially Photoshop and Illustrator) and has a display with high color accuracy (at least 100% sRGB, ideally AdobeRGB).","- Start by stating you need a laptop for graphic design, but do not initially mention the budget or specific color accuracy requirements.
- When the chatbot suggests a laptop, ask about its color accuracy and performance with Adobe software.
- If the chatbot gives generic advice (e.g., 'get a powerful laptop'), push back and ask for specific models.
- Only reveal the $1,500 budget after the chatbot asks about budget or if you need to narrow down suggestions.",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when you have received a specific laptop recommendation that meets all criteria (under $1,500, good color accuracy, handles Adobe Suite) or after 5 chatbot turns without a satisfactory answer.","The chatbot succeeded if it recommended a laptop model (e.g., Dell XPS 15, MacBook Pro, etc.) that is priced at or under $1,500, has a display with at least 100% sRGB coverage, and is confirmed to run Adobe Creative Suite smoothly (e.g., dedicated GPU, sufficient RAM). If the chatbot fails to provide a specific model or recommends something over budget or with poor color accuracy, it failed."
technology-software-recommendation_chatbot,technology,Get software recommendations for specific tasks including productivity creative work and development,You need software for a specific task. Share what you are trying to accomplish.,Find the right software,Hello! What task are you trying to accomplish and what is your budget?,Free and open-source alternatives exist for many paid software tools.,easy,"technology, software, tools",Software Guide,,"Find a software tool that can automate the conversion of handwritten meeting notes into searchable digital text, with support for multiple handwriting styles and integration with Google Drive.","[""Start by describing the task: 'I need to convert handwritten notes from my meetings into searchable text.'"", 'Withhold specific details about handwriting styles and Google Drive integration until asked.', 'If the chatbot suggests generic OCR tools, push back by mentioning the need for accurate recognition of messy handwriting.', 'Mention a preference for cloud-based solutions and a budget of under $50/month if relevant.']",At least two back-and-forth exchanges (4+ messages total).,"End the conversation when the chatbot recommends a specific tool that meets all criteria (handwriting recognition, Google Drive integration, under $50/month) or after 5 chatbot responses.","The chatbot succeeds if it recommends a tool (e.g., Evernote, OneNote, or a specialized app like GoodNotes or Notability) that explicitly supports handwriting recognition, integrates with Google Drive, and is within the budget. The recommendation should be actionable (e.g., a specific app name and how to use it)."
technology-app-launcher_chatbot,technology,Get app recommendations for iOS and Android including productivity health finance and entertainment,You want to track your daily water intake and habit streaks on your iPhone. You're looking for a free app with reminders and a simple interface.,Find useful apps,Hello! What do you need an app for and are you on iOS or Android?,App store ratings can be misleading. Read recent reviews for current user experiences.,easy,"technology, apps, mobile",App Guide,,Find a free iPhone app to track daily water intake and habit streaks with reminders and a simple interface.,"['- Initially ask for general recommendations before specifying free requirement.', '- Push back if the app is not free or has intrusive ads.', '- Emphasize need for reminders and streak tracking.', '- Mention you want a simple, not cluttered, interface.']",At least two back-and-forth exchanges (4+ messages total).,"End conversation when you get a specific app recommendation that is free, has reminders, and supports habit streaks, or after 5 turns.","The chatbot should recommend a free app (e.g., WaterMinder, MyWater, or similar) that includes reminders and streak tracking, and confirm it has a simple interface. If it recommends a paid app or omits key features, it fails."
technology-printer-troubleshooting_chatbot,technology,Diagnose and fix common printer problems including connectivity jams and driver issues,Your printer is not working. Describe what is happening and what troubleshooting you have done.,Fix your printer problem,Hello! I can help with printer issues. What printer model and what is happening?,For persistent printer issues check the manufacturers support site for model-specific solutions.,easy,"technology, printers, hardware",Printer Helper,,"Get a step-by-step solution to fix a printer that won't print, after I've already tried basic troubleshooting like checking power and cables.","- Describe the issue vaguely at first (e.g., 'My printer isn't working') and only provide specific details (model, error code, what I've tried) when asked.
- Push back on generic advice like 'restart the printer' if I've already done that.
- Mention that the printer is connected via USB and is showing an 'offline' status.
- Indicate that I'm not very tech-savvy, so avoid jargon.",At least three back-and-forth exchanges (6+ messages total).,"End the conversation when I receive a concrete, actionable solution that addresses the specific error (e.g., 'Set printer online in settings' or 'Reinstall driver') and I have confirmed understanding, OR after 6 chatbot messages without a clear solution.","The chatbot correctly identifies that the printer is offline, suggests checking the 'Use Printer Offline' setting in Windows, and provides steps to set it online. It should also offer to check the driver if the issue persists, but the key is resolving the offline status."
technology-game-troubleshooting_chatbot,technology,Get help with gaming issues including performance settings controller setup and online connectivity,Your game is not working correctly. Share the game platform and what is happening.,Fix your gaming issues,Hello! I can help troubleshoot gaming issues. What game and platform are you on?,Gaming performance issues vary by hardware. Check the games minimum requirements first.,easy,"technology, gaming, troubleshooting",Game Support,,Resolve the issue with the game not working correctly on my platform.,"[""- State the game and platform (e.g., 'Overwatch 2 on PC') in the first message."", ""- Describe the specific problem (e.g., 'crashes to desktop after 5 minutes of play')."", ""- Withhold details about what you've tried until asked."", ""- If the chatbot suggests generic steps (e.g., 'restart your PC'), push back and ask for more specific solutions.""]",At least two back-and-forth exchanges (4+ messages total).,"End when the chatbot provides a solution that addresses the specific problem (e.g., 'Try updating your graphics drivers' or 'Lower the graphics settings'), or after 5 turns without resolution.","The chatbot correctly identifies the game and platform, asks clarifying questions about the problem, and provides a solution that directly targets the described issue (e.g., crash on Overwatch 2 on PC)."
home-services-interior-design_chatbot,home-services,Get interior design advice including style identification color palettes and furniture arrangement,"You want to redesign your small living room with a mid-century modern style on a $2,000 budget. You need help choosing a color palette and furniture layout.",Get interior design guidance,Hello! I can help with interior design ideas. Which room are you working on?,For major renovations consider working with a professional interior designer.,easy,"home-services, design, decorating",Design Advisor,,"Get specific mid-century modern color palette recommendations and a furniture layout for a small living room, staying within a $2,000 budget.","- Start by stating you have a small living room (approx. 12x15 ft) and a $2,000 budget.
- Push back if the chatbot suggests expensive items or generic advice.
- Ask for specific color hex codes or paint names, and a scaled furniture arrangement.
- Mention you prefer neutral tones with a pop of color (e.g., mustard or teal).",At least three back-and-forth exchanges (6+ messages total).,"End the conversation when you receive a concrete palette with at least 3 colors and a rough furniture layout diagram or description, or after 5 turns without progress.","The chatbot is successful if it provides a specific mid-century modern color palette (e.g., 'Warm beige, olive green, and mustard yellow') and a furniture layout that fits a 12x15 ft room with a budget of $2,000, including cost estimates for key pieces."
home-services-roofing-contractor_chatbot,home-services,Find a roofing contractor for installation or repair including what to ask and cost estimates,You need roofing work. Share whether this is repair or replacement.,Find a roofing contractor,Hello! I can help with roofing services. Are you looking at repair or full replacement?,Roofing work is a significant investment. Get at least three quotes before deciding.,medium,"home-services, roofing, maintenance",Roofing Guide,,"Determine if the roofing work needed is a repair or a full replacement, and receive a clear recommendation with estimated cost and timeline.","['- Start by stating you need roofing work but do not specify repair or replacement initially.', '- When asked, provide details (e.g., leak in one area, missing shingles, age of roof ~15 years, budget $5k-$10k).', '- Ask for cost and time estimates for both options if offered.']",At least two back-and-forth exchanges (4+ messages total).,"End conversation when the chatbot gives a clear recommendation (repair vs. replacement) with specific cost and timeline estimates, or after 5 chatbot messages without a clear answer.","Chatbot succeeds if it identifies that the roof is near end-of-life (15 years old) and recommends replacement with a cost range ($8k-$15k) and timeline (2-3 days), or recommends repair with a lower cost ($500-$2k) and same-day fix, based on the specific details provided."
home-services-moving-logistics_chatbot,home-services,Plan a home move including packing timeline moving company selection and utility transfers,You are planning a move. Share your move distance and timeframe.,Plan your move successfully,Hello! I can help with moving logistics. Are you moving locally or long-distance?,Moving estimates should always be in writing. Beware of companies that demand large deposits upfront.,easy,"home-services, moving, relocation",Moving Planner,,Get a moving quote and checklist based on a 500-mile move within 3 weeks.,"- Start by only stating you need to move 500 miles.
- Only reveal the 3-week timeframe after the assistant asks for it.
- Push back if the assistant gives generic advice without asking for specific details.
- Mention you have a budget of $2,000 and need a full-service move (packing, loading, transport, unloading).",At least two back-and-forth exchanges (4+ messages total).,"End when you receive a moving quote that includes the 500-mile distance and 3-week timeframe, and a checklist that mentions packing services, or after 5 assistant turns without a satisfactory answer.","The chatbot must ask for the move distance and timeframe, then provide a quote and checklist that explicitly references the 500-mile move and 3-week deadline, and includes packing services. If it gives generic advice or fails to incorporate the specific variables, it fails."
home-services-handyman-services_chatbot,home-services,Find a handyman for small repairs and maintenance including what tasks they can handle and typical costs,You need small home repairs. Share what needs fixing.,Find a reliable handyman,Hello! What types of repairs do you need done around the house?,Handyman work typically covers small jobs. Major electrical or plumbing work requires licensed specialists.,easy,"home-services, handyman, repairs",Handyman Finder,,"Get specific, actionable advice on how to fix a leaking kitchen faucet and a squeaky bedroom door hinge, including recommended tools and step-by-step instructions.","['- Start by mentioning you need small home repairs without specifying details; wait for the chatbot to ask for more information.', ""- If the chatbot gives generic advice (e.g., 'call a handyman'), push back by saying you prefer DIY and need specific steps."", '- Mention you have a limited budget (under $50 for both repairs) and prefer using tools you already own (screwdriver, adjustable wrench).', '- If the chatbot asks for specifics, provide the exact issues: the faucet drips from the spout when turned off, and the hinge squeaks when the door is opened slowly.']",At least three back-and-forth exchanges (6+ messages total) to ensure the chatbot provides detailed step-by-step instructions tailored to the specific issues.,"End the conversation when you receive clear, step-by-step instructions for both repairs, including required tools and materials, and you have confirmed you can proceed with your budget and tools.","The chatbot is successful if it provides distinct, step-by-step instructions for fixing the leaking faucet (e.g., replacing the O-ring or cartridge) and the squeaky hinge (e.g., lubricating with oil or tightening screws), lists tools needed (e.g., screwdriver, wrench, replacement O-ring, lubricant), and confirms the total cost is under $50."
sports-yoga-guide_chatbot,sports,Get yoga guidance including styles for different goals beginner poses and home practice tips,You're a beginner looking to reduce stress and improve flexibility. You want to know which yoga style is best and need a 15-minute daily routine you can do at home.,Start or improve your yoga practice,Hello! I can help with yoga guidance. Have you practiced yoga before and what are you hoping to get from it?,Yoga should never cause sharp pain. Listen to your body and modify poses as needed.,easy,"sports, yoga, flexibility",Yoga Guide,,"Find the best yoga style for stress relief and flexibility as a beginner, and receive a 15-minute daily home routine.","[""Begin by stating you're a beginner and your main goals: stress reduction and flexibility."", 'Ask for specific yoga style recommendations (e.g., Hatha, Vinyasa, Yin) and why one is better for your needs.', 'Request a concrete 15-minute routine with pose names and durations; push back if advice is too generic.', 'Mention that you have no equipment (no mat, blocks, etc.) to ensure the routine is truly at-home-friendly.']","At least two back-and-forth exchanges (4+ messages total) including initial request, follow-up questions, and confirmation.","End when you receive a specific yoga style recommendation with reasoning AND a detailed 15-minute routine with poses and timings, or after 5 chatbot turns without meeting these criteria.","The chatbot is successful if it recommends a specific style (e.g., Hatha or Yin) with justification for stress/flexibility, and provides a routine that includes at least 5 named poses with approximate durations summing to 15 minutes, all doable without equipment."
sports-swimming-technique_chatbot,sports,Improve your swimming technique with stroke guidance breathing exercises and workout plans,You swim freestyle for exercise but get tired after 200 meters. You want to improve your breathing and stroke efficiency to swim longer distances.,Improve your swimming technique,Hello! What strokes do you swim and what aspect would you like to improve?,Swimming technique is more important than speed for beginners. Focus on form before increasing intensity.,easy,"sports, swimming, technique",Swim Coach,,Learn specific drills and breathing techniques to reduce fatigue and swim freestyle for at least 500 meters continuously.,"- Initially mention only that you get tired after 200m and want to improve efficiency.
- If chatbot gives generic advice (e.g., 'practice more'), ask for specific drills or breathing patterns.
- Avoid disclosing your stroke rate or breathing pattern until asked.
- Mention that you prefer bilateral breathing.",At least three back-and-forth exchanges (6+ messages total).,"End when you receive 2-3 specific drills or techniques (e.g., 'catch-up drill', 'breathe every 3 strokes', 'side kicking drill') or after 6 chatbot responses.","Chatbot is successful if it provides at least two concrete, actionable suggestions (e.g., specific drill names, breathing patterns, or pacing strategies) tailored to freestyle endurance, and acknowledges bilateral breathing preference."
sports-golf-beginners_chatbot,sports,Get guidance on starting golf including equipment basics etiquette and course navigation,You've never played golf before and want to start with a budget of $300 for clubs and gear. You need advice on basic etiquette and where to practice.,Get started with golf,Hello! I can help with golf basics. Have you ever played before?,Golf etiquette is as important as skill. Learn the basic rules and pace of play before hitting the course.,easy,"sports, golf, beginner",Golf Guide,,"Get a beginner-friendly set of golf clubs and essential gear within a $300 budget, plus learn basic etiquette and find a local practice facility.","['Mention the $300 budget explicitly and push back if recommendations exceed it.', 'Ask about etiquette rules for beginners (e.g., pace of play, safety).', 'Request suggestions for affordable practice locations like driving ranges or public courses.', 'Show skepticism if the chatbot recommends expensive or advanced equipment.']",At least two back-and-forth exchanges (4+ messages total).,"End conversation when you receive specific club/gear recommendations under $300, 2-3 etiquette tips, and a nearby practice option.","The chatbot provided a list of clubs (driver, putter, iron set) and a bag within $300, gave 2-3 basic etiquette rules (e.g., no running, repair divots), and suggested a driving range or public course within 10 miles of the user's location."
sports-cycling-training_chatbot,sports,Get cycling training plans including endurance building gear selection and safety guidance,"You're currently riding 20 miles a week on a hybrid bike, mostly on paved trails, and you want to start training for a 50-mile charity ride in three months.",Improve your cycling,Hello! I can help with cycling training. Are you into road cycling mountain biking or commuting?,Always wear a helmet and follow traffic laws. Visibility and bike maintenance are key safety factors.,easy,"sports, cycling, fitness",Cycling Coach,,Create a structured 3-month training plan to go from 20 miles/week on a hybrid bike to completing a 50-mile charity ride on paved trails.,"- Mention current bike type (hybrid) and terrain (paved trails) early.
- Ask about specific training milestones (e.g., longest ride, weekly mileage increase).
- Express concern about time constraints (3 months) and seek a gradual plan.
- Push back on generic advice like 'just ride more' and ask for a week-by-week schedule.",At least two back-and-forth exchanges (4+ messages total).,"End conversation when you receive a concrete week-by-week training plan with specific mileage goals and rest days, or after 5 exchanges without a satisfactory plan.","The chatbot provided a detailed week-by-week training schedule that starts from 20 miles/week, includes a long ride each week increasing by no more than 10% per week, and peaks at 50 miles by week 12, with rest days and cross-training suggestions."
beauty-nail-care_chatbot,beauty,Get nail care guidance including manicure types nail health and product recommendations,"Your nails are brittle and peeling after years of gel polish use, and you're looking for ways to strengthen them naturally without acrylics.",Get nail care guidance,Hello! I can help with nail care and manicure options. Are you interested in at-home care or salon services?,Nail health starts with a healthy diet and proper hydration. See a dermatologist for persistent nail issues.,easy,"beauty, nails, manicure",Nail Care Advisor,,"Get a step-by-step natural nail-strengthening routine (including specific products like cuticle oil, nail hardeners, and dietary supplements) that avoids acrylics and addresses brittleness caused by years of gel polish.","- Withhold that you've tried biotin and it didn't work until the chatbot suggests it.
- Push back on generic advice like 'keep them short' or 'use a base coat' by asking for science-backed ingredients.
- Mention you have a budget of $30 for products.
- Ask for product recommendations that are cruelty-free and vegan.",At least two back-and-forth exchanges (4+ messages total).,"End when the chatbot provides a specific routine with at least one product under $15, an ingredient to look for (e.g., keratin, jojoba oil), and a dietary tip (e.g., vitamin E or silica).","The chatbot successfully provided a routine that includes: (1) a specific cuticle oil or nail hardener under $15, (2) an ingredient like keratin or jojoba oil, (3) a dietary suggestion (e.g., vitamin E or silica), and (4) explicitly advised against acrylics or gel polish. If the chatbot fails to meet any of these, the interaction is considered unsuccessful."
beauty-fragrance-guide_chatbot,beauty,Get fragrance recommendations including scent families application tips and seasonal choices,"You've worn the same citrus-based perfume for years and want to try something warmer for fall, but you're on a $60 budget.",Find the right fragrance,Hello! I can help with fragrance selection. What scents or perfumes have you enjoyed in the past?,Fragrance smells different on everyone. Always test on your skin before buying.,easy,"beauty, fragrance, perfume",Fragrance Advisor,,"Find a warm, fall-appropriate perfume within a $60 budget that is a noticeable departure from the citrus scent.","['- Start by describing the current citrus perfume and mention wanting a warm fall scent.', '- Only reveal the $60 budget if the assistant suggests something over budget or asks about price.', ""- Push back if the assistant suggests generic 'warm' perfumes without concrete options or if they recommend something too similar to citrus."", '- Ask about sample sizes or travel sprays if full-size options exceed budget.']",At least two back-and-forth exchanges (4+ messages total).,"The assistant provides at least 2 specific perfume recommendations (with names) that are warm, under $60, and not citrus-based; or 5 turns exhausted.","The assistant successfully recommended at least 2 specific perfumes (e.g., 'By the Fireplace', 'Black Opium') that are warm (e.g., notes of vanilla, amber, sandalwood), under $60 for a standard bottle or travel spray, and clearly not citrus-based."
beauty-mens-grooming_chatbot,beauty,Get grooming guidance for men including skincare shaving and product selection,You're a 30-year-old man with oily skin who currently uses bar soap on your face and wants a proper skincare routine to reduce breakouts.,Improve your grooming routine,Hello! I can help with grooming. What does your current skincare routine look like?,Mens skin is different from womens. Choose products formulated for your specific skin type.,easy,"beauty, grooming, mens-care",Grooming Guide,,"Create a simple, effective skincare routine for oily, acne-prone skin that replaces bar soap with proper face wash, moisturizer, and optional treatments.","['- Initially mention only that you have oily skin and use bar soap; wait to specify that you want to reduce breakouts until asked.', '- Push back if the chatbot suggests harsh or expensive products; mention budget (under $50 total) and preference for drugstore brands.', '- Ask for product names and step-by-step instructions; if the chatbot gives generic advice, request concrete examples.']",At least three back-and-forth exchanges (6+ messages total).,"End when you have a complete morning and evening routine with specific product recommendations (cleanser, moisturizer, sunscreen, and optionally a treatment like salicylic acid) that fits your budget, or after 6 chatbot messages without progress.","The chatbot should suggest replacing bar soap with a gentle foaming cleanser (e.g., CeraVe or La Roche-Posay), an oil-free moisturizer, and a sunscreen; optionally recommend a salicylic acid treatment. It must provide a step-by-step routine and keep total cost under $50. If it fails to give specific products or ignores your budget, the interaction is unsuccessful."
beauty-cosmetic-procedures_chatbot,beauty,Get information about cosmetic procedures including types recovery and what to expect,You are considering a cosmetic procedure. Share what you are interested in.,Understand cosmetic procedures,Hello! I can provide information about cosmetic procedures. What type are you considering?,Cosmetic procedures should be performed by licensed professionals. Research provider credentials thoroughly.,medium,"beauty, procedures, medical",Procedure Guide,,Get personalized advice on whether a rhinoplasty or a non-surgical nose job would better achieve a more defined nasal tip and a slight reduction in nostril width.,"['- Start by expressing general interest without specifying the exact procedure; let the chatbot ask clarifying questions.', '- Mention budget concern: you can spend up to $3,000.', ""- Push back if the chatbot gives generic advice (e.g., 'consult a surgeon') without specific comparisons."", '- Ask about recovery time, risks, and longevity of results for both options.']",At least three back-and-forth exchanges (6+ messages total) to allow for detailed exploration.,"End when you receive a clear comparison of rhinoplasty vs. non-surgical nose job for your specific goals (tip definition and nostril width) within your budget, or after 8 turns if not resolved.","The chatbot helped if it provided specific pros and cons of rhinoplasty vs. non-surgical nose job for tip definition and nostril width, mentioned cost ranges aligning with your budget, and gave realistic recovery and risk information."
