pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,llm_provider,llm_model,final_merge_confidence
pair_attr_life_context_and_constraints_i__attr_personality_traits_am_willing_t__2bfefc42c61c,attr_life_context_and_constraints__i_m_always_willing_to_admit_it_when_i_make_a_mistake__2ef43c6932,attr_personality_traits__am_willing_to_admit_it_when_i_make_a_mistake__200d0852f4,i’m always willing to admit it when i make a mistake,Am willing to admit it when I make a mistake.,Life Context & Constraints,Personality Traits,life context and constraints,ipip personality items,0.7339,0.8866,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7317,alias_of,merge,symmetric,0.9,"Both measure willingness to admit mistakes, same construct despite category difference.",openai,gpt-4.1-mini,0.8291
pair_attr_demographics_and_population_sph__attr_life_context_and_constraints_sp__4ea8faebea81,attr_demographics_and_population__sphedocc10_coding_tag__9836b44c03,attr_life_context_and_constraints__sphedocc10_coding_status__3135bacafa,sphedocc10 coding tag,sphedocc10 coding status,Demographics & Population Grounding,Life Context & Constraints,demographic variables,life context and constraints,0.7329,0.8889,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7317,alias_of,merge,symmetric,0.9,Coding tag vs coding status for same code likely same construct.,openai,gpt-4.1-mini,0.8291
pair_attr_life_context_and_constraints_pa__attr_life_context_and_constraints_pa__b6de520ca678,attr_life_context_and_constraints__patient_was_acquaintance__929b5353a4,attr_life_context_and_constraints__patient_was_other_relatives__40c3597962,patient was acquaintance,patient was other relatives,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8694,0.5882,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7316,not_related,keep_separate,none,0.9,Patient was acquaintance vs other relatives are distinct relationship types.,openai,gpt-4.1-mini,0.825
pair_attr_domain_specific_overlays_death__attr_domain_specific_overlays_death__3e80eb5ef010,attr_domain_specific_overlays__death_of_someone_close_in_past_5_years__94d86f9e6c,attr_domain_specific_overlays__death_of_someone_else__f548c59f6f,death of someone close in past 5 years,death of someone else,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.8286,0.678,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7316,alias_of,merge,symmetric,0.9,"Both measure death of someone close/else recently, effectively same construct.",openai,gpt-4.1-mini,0.8262
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__2b9f9517e37e,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group1__8fecb1b4e8,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__01ebf4a3bd,how many years r born a member of other group1,how many years r born a member of professional society1,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8037,0.7327,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7316,not_related,keep_separate,none,0.9,Membership years in other group vs professional society are distinct.,openai,gpt-4.1-mini,0.827
pair_attr_social_identity_relationship_nu__attr_social_identity_relationship_nu__ae43f1500cb9,attr_social_identity_relationship__number_of_cohabiting_family_member__fc75c28027,attr_social_identity_relationship__number_of_unemployed_family_member__4740ddc8d7,number of cohabiting family member,number of unemployed family member,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.8024,0.7353,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7316,not_related,keep_separate,none,0.9,Number of cohabiting vs unemployed family members are distinct social attributes.,openai,gpt-4.1-mini,0.827
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__38d5c7108c64,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__01ebf4a3bd,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_youth_groups1__e0b21d60d6,how many years r born a member of professional society1,how many years r born a member of youth groups1,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.798,0.7451,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7316,not_related,keep_separate,none,0.9,Membership years in professional society vs youth groups are distinct.,openai,gpt-4.1-mini,0.8271
pair_attr_life_context_and_constraints_ot__attr_life_context_and_constraints_se__4c676e07fcf2,attr_life_context_and_constraints__other_group3_meets_in_this_area__d34302c726,attr_life_context_and_constraints__service_club3_meets_in_this_area__0b405ccd9c,other group3 meets in this area,service club3 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7904,0.7619,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7316,not_related,keep_separate,none,0.9,Other group vs service club meetings are distinct group types.,openai,gpt-4.1-mini,0.8273
pair_attr_demographics_and_population_lan__attr_demographics_and_population_lan__59184a5ce22a,attr_demographics_and_population__language_bengali__3e1101f515,attr_demographics_and_population__language_english__4d8ec112ef,Language: Bengali,Language: English,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7897,0.8824,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7316,not_related,keep_separate,none,0.9,Different languages spoken are distinct demographic attributes.,openai,gpt-4.1-mini,0.8254
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__7f8eabf9eba9,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_hobby_club1__9d8789d79b,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_youth_groups2__973c5ce62d,how many years r born a member of hobby club1,how many years r born a member of youth groups2,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7712,0.8043,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7316,not_related,keep_separate,none,0.9,Membership years in hobby club vs youth groups are distinct.,openai,gpt-4.1-mini,0.8279
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_nu__6b25042adff5,attr_worldview_beliefs_and_attitu__how_often_ma_attended_religious_services__7b4f822774,attr_worldview_beliefs_and_attitu__number_of_days_attended_religious_services__9e388ee036,how often ma attended religious services,number of days attended religious services,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.7708,0.8049,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7316,alias_of,merge,symmetric,0.9,Frequency and number of days attended religious services measure same construct.,openai,gpt-4.1-mini,0.8279
pair_attr_worldview_beliefs_and_attitu_co__attr_worldview_beliefs_and_attitu_co__78ce7fb062f2,attr_worldview_beliefs_and_attitu__confidence_in_courts_and_legal_system__4da0c5be9c,attr_worldview_beliefs_and_attitu__confidence_in_schools_and_educ_system__dc12563c22,confidence in courts and legal system,confidence in schools and educ system,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.7681,0.8108,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7316,not_related,keep_separate,none,0.9,Confidence in courts vs schools are distinct institutional trust constructs.,openai,gpt-4.1-mini,0.828
pair_attr_life_context_and_constraints_ho__attr_worldview_beliefs_and_attitu_ho__091f16d53e4a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group4__1cadfd9ead,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group2__4b7e2b8c1c,how many years r born a member of other group4,how many years r born a member of church group2,Life Context & Constraints,"Worldview, Beliefs & Attitudes",life context and constraints,religiosity and spiritual beliefs,0.7262,0.9032,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7316,not_related,keep_separate,none,0.9,Membership years in other group vs church group are distinct.,openai,gpt-4.1-mini,0.8293
pair_attr_behavioral_patterns_and_pref_cu__attr_behavioral_patterns_and_pref_cu__c419f8c2ceb8,attr_behavioral_patterns_and_pref__cuisine_seafood__2379799ebe,attr_behavioral_patterns_and_pref__cuisine_sushi__5a3784c85d,Cuisine: Seafood,Cuisine: Sushi,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.7968,0.6667,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7315,not_related,keep_separate,none,0.9,Taste for seafood vs sushi are distinct cuisine preferences.,openai,gpt-4.1-mini,0.7951
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__d52e5a4fb8a8,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_farm_organization2__41a1a2e70e,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_fraternity2__9cfcae3a23,how many years r born a member of farm organization2,how many years r born a member of school fraternity2,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7781,0.7885,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7315,not_related,keep_separate,none,0.9,Membership years in farm organization vs school fraternity are distinct.,openai,gpt-4.1-mini,0.8276
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__ce61885ae60d,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_farm_organization3__b05ad390df,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_national_group3__fe3127f41a,how many years r born a member of farm organization3,how many years r born a member of national group3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7675,0.8119,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7315,not_related,keep_separate,none,0.9,Membership years in farm organization vs national group are distinct.,openai,gpt-4.1-mini,0.828
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__940b6c9df7b9,attr_domain_specific_overlays__number_of_ppl_in_military_service_r_is_acquainted_with__210f12baf5,attr_domain_specific_overlays__number_of_ppl_in_prison_r_is_acquainted_with__d80acb0284,number of ppl in military service r is acquainted with,number of ppl in prison r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7655,0.8163,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7315,not_related,keep_separate,none,0.9,Number of military service vs prison acquaintances are distinct.,openai,gpt-4.1-mini,0.828
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__2da3d8aa7f2b,attr_worldview_beliefs_and_attitu__number_of_gay_r_trust__e6f6741f1c,attr_worldview_beliefs_and_attitu__number_ofrachel_r_trust__28ad1c73fa,number of gay r trust,number ofrachel r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.7646,0.8182,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7315,not_related,keep_separate,none,0.9,Number of gay trust vs number of rachel trust are distinct trust attributes.,openai,gpt-4.1-mini,0.828
pair_attr_social_identity_relationship_nu__attr_social_identity_relationship_nu__d6baad130255,attr_social_identity_relationship__number_of_gay_family_member__77373e6bd2,attr_social_identity_relationship__number_of_liberal_in_family_member__30e7eea419,number of gay family member,number of liberal in family member,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.764,0.8197,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7315,not_related,keep_separate,none,0.9,Number of gay vs liberal family members are distinct social identity attributes.,openai,gpt-4.1-mini,0.8281
pair_attr_cognitive_and_capability_pro_fa__attr_cognitive_and_capability_pro_fa__de302b453df5,attr_cognitive_and_capability_pro__familiarity_distributed_systems__3bf32e0061,attr_cognitive_and_capability_pro__familiarity_geographic_information_systems__ee464cb805,Familiarity: Distributed systems,Familiarity: Geographic information systems,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.7588,0.75,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.7315,not_related,keep_separate,none,0.9,Familiarity with distributed vs geographic information systems are distinct knowledge domains.,openai,gpt-4.1-mini,0.7962
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__1536159370a7,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_veteran_groups3__9007af9518,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_youth_groups4__9d967de287,how many years r been a member of veteran groups3,how many years r born a member of youth groups4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7577,0.8333,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7315,not_related,keep_separate,none,0.9,Membership years in veteran groups vs youth groups are distinct.,openai,gpt-4.1-mini,0.8282
pair_attr_personality_traits_am_easily_di__attr_personality_traits_am_easily_st__c5292e4e7558,attr_personality_traits__am_easily_distracted__c1e625ec1e,attr_personality_traits__am_easily_startled__80ff28c1e9,Am easily distracted.,Am easily startled.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7501,0.85,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7315,not_related,keep_separate,none,0.9,Easily distracted and easily startled are distinct personality traits.,openai,gpt-4.1-mini,0.8285
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__d0532f10ffea,attr_worldview_beliefs_and_attitu__number_of_lawyer_r_trust__0e7580e7da,attr_worldview_beliefs_and_attitu__number_of_shawn_r_trust__96bfe687cb,number of lawyer r trust,number of shawn r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.7496,0.8511,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7315,not_related,keep_separate,none,0.9,Number of lawyer trust vs number of shawn trust are distinct.,openai,gpt-4.1-mini,0.8285
pair_attr_domain_specific_overlays_music__attr_domain_specific_overlays_music__d584dd938d81,attr_domain_specific_overlays__music_r_and_b__111d79973e,attr_domain_specific_overlays__music_ska__2654f776c5,Music: R&B,Music: Ska,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.6453,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7315,not_related,keep_separate,none,0.8,Different music genres (R&B vs Ska) are distinct preferences.,openai,gpt-4.1-mini,0.7547
pair_attr_cognitive_and_capability_pro_fa__attr_cognitive_and_capability_pro_fa__2ee8eb146724,attr_cognitive_and_capability_pro__familiarity_biochemistry__825daa3407,attr_cognitive_and_capability_pro__familiarity_physical_chemistry__45d7216911,Familiarity: Biochemistry,Familiarity: Physical chemistry,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.8171,0.8214,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7314,not_related,keep_separate,none,0.9,Familiarity with biochemistry vs physical chemistry are distinct knowledge domains.,openai,gpt-4.1-mini,0.8244
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__62ef79e81105,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__01ebf4a3bd,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups1__cc83048b0d,how many years r born a member of professional society1,how many years r born a member of sports groups1,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7921,0.7573,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7314,not_related,keep_separate,none,0.9,Membership years in professional society vs sports groups are distinct.,openai,gpt-4.1-mini,0.8272
pair_attr_life_context_and_constraints_r__attr_worldview_beliefs_and_attitu_r__05bca271c7ee,attr_life_context_and_constraints__r_belongs_to_more_than_one_youth_groups__b239123323,attr_worldview_beliefs_and_attitu__r_belongs_to_more_than_one_church_affiliate_groups__1bbac52551,r belongs to more than one youth groups,r belongs to more than one church affiliate groups,Life Context & Constraints,"Worldview, Beliefs & Attitudes",life context and constraints,religiosity and spiritual beliefs,0.7789,0.7865,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7314,not_related,keep_separate,none,0.9,Belonging to youth groups vs church affiliate groups are distinct social memberships.,openai,gpt-4.1-mini,0.8276
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__9cb3e9117033,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_farm_organization1__347d5dcf2f,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union4__00ecfbdec4,how many years r born a member of farm organization1,how many years r born a member of labor union4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.756,0.8367,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7314,not_related,keep_separate,none,0.9,Membership years in farm organization vs labor union are distinct.,openai,gpt-4.1-mini,0.8282
pair_attr_life_context_and_constraints_en__attr_life_context_and_constraints_sc__a49ff616de55,attr_life_context_and_constraints__engineers_usually_work_alone__6cd0b976e9,attr_life_context_and_constraints__scientists_usually_work_alone__840615bbb2,engineers usually work alone,scientists usually work alone,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7693,0.807,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7313,not_related,keep_separate,none,0.9,Engineers vs scientists usually work alone are distinct occupational attributes.,openai,gpt-4.1-mini,0.8278
pair_attr_life_context_and_constraints_in__attr_life_context_and_constraints_ot__f21ee8aaa26f,attr_life_context_and_constraints__informal_group3_meets_in_this_area__db8cc14a7c,attr_life_context_and_constraints__other_group5_meets_in_this_area__025f83629e,informal group3 meets in this area,other group5 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7586,0.8308,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7313,not_related,keep_separate,none,0.9,Informal group vs other group meetings are distinct.,openai,gpt-4.1-mini,0.8281
pair_attr_life_context_and_constraints_pr__attr_life_context_and_constraints_r__9b783dff25a4,attr_life_context_and_constraints__proud_to_be_working_for_this_org__e458491343,attr_life_context_and_constraints__r_proud_to_work_for_employer__230a719188,proud to be working for this org.,r proud to work for employer,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.838,0.6557,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7312,alias_of,merge,symmetric,0.9,Proud to work for org vs employer measure same construct.,openai,gpt-4.1-mini,0.8257
pair_attr_demographics_and_population_bir__attr_demographics_and_population_bir__e25a44f93d7e,attr_demographics_and_population__birth_control_information_to_teens__0554155bc5,attr_demographics_and_population__birth_control_to_teenagers_14_16__68bc3be54e,birth control information to teens,birth control to teenagers 14-16,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8329,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7312,alias_of,merge,symmetric,0.9,Birth control info to teens and birth control to teenagers 14-16 measure same construct.,openai,gpt-4.1-mini,0.8258
pair_attr_cognitive_and_capability_pro_fa__attr_cognitive_and_capability_pro_fa__26ea6cb3f0d6,attr_cognitive_and_capability_pro__familiarity_anthropology__e0301d4ace,attr_cognitive_and_capability_pro__familiarity_sociology__cbdfe572b8,Familiarity: Anthropology,Familiarity: Sociology,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.8226,0.8085,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7312,not_related,keep_separate,none,0.9,Familiarity with anthropology vs sociology are distinct knowledge domains.,openai,gpt-4.1-mini,0.8241
pair_attr_life_context_and_constraints_r__attr_life_context_and_constraints_r__5ba8f382736e,attr_life_context_and_constraints__r_belongs_to_more_than_one_labor_unions__b3381f5302,attr_life_context_and_constraints__r_belongs_to_more_than_one_service_clubs__02836f7336,r belongs to more than one labor unions,r belongs to more than one service clubs,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8137,0.7089,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7312,not_related,keep_separate,none,0.9,Belonging to labor unions vs service clubs are distinct group memberships.,openai,gpt-4.1-mini,0.8264
pair_attr_life_context_and_constraints_r__attr_life_context_and_constraints_r__ef3ba78b862e,attr_life_context_and_constraints__r_belongs_to_more_than_one_labor_unions__b3381f5302,attr_life_context_and_constraints__r_belongs_to_more_than_one_school_service_groups__b1356968cb,r belongs to more than one labor unions,r belongs to more than one school service groups,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8121,0.7126,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7312,not_related,keep_separate,none,0.9,Belonging to labor unions vs school service groups are distinct.,openai,gpt-4.1-mini,0.8265
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__e5bb987bd294,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_farm_organization2__41a1a2e70e,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_youth_groups2__973c5ce62d,how many years r born a member of farm organization2,how many years r born a member of youth groups2,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7962,0.7475,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7312,not_related,keep_separate,none,0.9,Membership years in farm organization vs youth groups are distinct.,openai,gpt-4.1-mini,0.8269
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__59b4e60abc27,attr_domain_specific_overlays__number_of_janitor_r_is_acquainted_with__b128695456,attr_domain_specific_overlays__number_of_ppl_in_military_service_r_is_acquainted_with__210f12baf5,number of janitor r is acquainted with,number of ppl in military service r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7901,0.7609,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7312,not_related,keep_separate,none,0.9,Number of janitor vs military service acquaintances are distinct.,openai,gpt-4.1-mini,0.8271
pair_attr_life_context_and_constraints_sc__attr_life_context_and_constraints_se__a88c3316648c,attr_life_context_and_constraints__school_service_group1_meets_in_this_area__f6a37f1dc9,attr_life_context_and_constraints__service_club6_meets_in_this_area__aa8b534a5b,school service group1 meets in this area,service club6 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7824,0.7778,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7312,not_related,keep_separate,none,0.9,School service group vs service club meetings are distinct.,openai,gpt-4.1-mini,0.8273
pair_attr_personality_traits_know_how_to__attr_personality_traits_know_how_to__bdc6ff4ba632,attr_personality_traits__know_how_to_control_myself__442115de22,attr_personality_traits__know_how_to_enjoy_myself__73fd7708be,Know how to control myself.,Know how to enjoy myself.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7513,0.8462,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7312,not_related,keep_separate,none,0.9,Know how to control self vs enjoy self are distinct personality traits.,openai,gpt-4.1-mini,0.8283
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_nu__a1b499fbba52,attr_life_context_and_constraints__how_many_hrs_week_do_you_usually_work__470b8e8cc8,attr_life_context_and_constraints__number_of_hours_usually_work_a_week__f58dd1c544,how many hrs/week do you usually work,number of hours usually work a week,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9086,0.5,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7311,duplicate_of,merge,symmetric,0.95,"Both measure number of hours worked per week, same construct with slight wording difference.",openai,gpt-4.1-mini,0.846
pair_attr_personality_traits_treat_all_pe__attr_personality_traits_treat_everyo__71e256daa5df,attr_personality_traits__treat_all_people_equally__494d735604,attr_personality_traits__treat_everyone_the_same__fb2e13aaaf,Treat all people equally.,Treat everyone the same.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8942,0.5306,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7309,duplicate_of,merge,symmetric,0.95,Both measure the same construct of treating people equally with minor wording difference.,openai,gpt-4.1-mini,0.8463
pair_attr_personality_traits_like_to_be_o__attr_personality_traits_like_to_do_t__b2974182e086,attr_personality_traits__like_to_be_of_service_to_others__7dbedd9269,attr_personality_traits__like_to_do_things_for_others__f2497f8f30,Like to be of service to others.,Like to do things for others.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.837,0.6557,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7307,duplicate_of,merge,symmetric,0.95,Both measure same construct of liking to help others with minor wording difference.,openai,gpt-4.1-mini,0.8479
pair_attr_personality_traits_rarely_count__attr_worldview_beliefs_and_attitu_i__1b8618081dde,attr_personality_traits__rarely_count_on_good_things_happening_to_me__50aa77cbb6,attr_worldview_beliefs_and_attitu__i_rarely_count_on_good_things_happening_to_me__8208746649,Rarely count on good things happening to me.,i rarely count on good things happening to me,Personality Traits,"Worldview, Beliefs & Attitudes",ipip personality items,worldview beliefs and attitudes,0.6957,0.9663,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7306,duplicate_of,merge,symmetric,0.9,"Both measure same construct of rarely counting on good things happening, different categories but same meaning.",openai,gpt-4.1-mini,0.8296
pair_attr_demographics_and_population_pri__attr_worldview_beliefs_and_attitu_i__4812e3a09d5d,attr_demographics_and_population__primal_belief_03_i_tend_to_see_the_world_as_pretty_saf__92a5bc3222,attr_worldview_beliefs_and_attitu__i_tend_to_see_the_world_as_pretty_safe__ebe8974276,Primal belief #03: I tend to see the world as pretty safe.,I tend to see the world as pretty safe.,Demographics & Population Grounding,"Worldview, Beliefs & Attitudes",demographic variables,primal world beliefs,0.823,0.8041,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7303,duplicate_of,merge,symmetric,0.95,"Both capture same construct of seeing the world as safe, one primal belief and one worldview belief.",openai,gpt-4.1-mini,0.8461
pair_attr_life_context_and_constraints_fa__attr_life_context_and_constraints_fa__8077e1e9cbc6,attr_life_context_and_constraints__family_income_in_constant_dollars__08d7e8ed4d,attr_life_context_and_constraints__family_income_past_12_months_use_adjinc_to_adjust_finc__1fe1851fa4,family income in constant dollars,"Family income (past 12 months, use ADJINC to adjust FINCP to constant dollars)",Life Context & Constraints,Life Context & Constraints,life context and constraints,housing tenure quality costs and material resources,0.7706,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7302,alias_of,merge,symmetric,0.95,"Both measure family income in constant dollars, one more detailed but essentially same construct.",openai,gpt-4.1-mini,0.8496
pair_attr_demographics_and_population_hou__attr_demographics_and_population_how__355a4bd02682,attr_demographics_and_population__hours_spouse_spends_looking_after_family_members__3819bd0356,attr_demographics_and_population__how_many_hours_a_week_r_spends_looking_after_family__4790130e72,hours spouse spends looking after family members,how many hours a week r spends looking after family,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8126,0.7071,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7301,alias_of,merge,symmetric,0.95,"Both measure hours spouse spends looking after family members, just phrased differently.",openai,gpt-4.1-mini,0.8483
pair_attr_demographics_and_population_sel__attr_demographics_and_population_sel__b1e95ddc7187,attr_demographics_and_population__select_your_gender__9e7f65d082,attr_demographics_and_population__select_your_income_satisfaction__9078dc7e63,Select Your Gender,Select Your Income Satisfaction,Demographics & Population Grounding,Demographics & Population Grounding,demographic information,demographic information,0.7564,0.75,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.7301,not_related,keep_separate,none,0.95,"Different demographic questions (gender vs income satisfaction), unrelated constructs.",openai,gpt-4.1-mini,0.818
