pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model
pair_attr_behavioral_patterns_and_pref_in__attr_personality_traits_pets_interes__58d4c274b701,attr_behavioral_patterns_and_pref__interest_pets__82dff21e62,attr_personality_traits__pets_interest_in__7c8ceef240,Interest: Pets,"Pets, Interest in",Behavioral Patterns & Preferences,Personality Traits,behavioral patterns and preferences,ipip personality scales,0.7696,1.0,0.6101,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7648,alias_of,merge,symmetric,0.95,Both attributes measure the same construct of interest in pets with very high lexical similarity and similar definitions.,0.8694,openai,gpt-4.1-mini
pair_attr_behavioral_patterns_and_pref_in__attr_personality_traits_collecting_i__3fa1c8836fcd,attr_behavioral_patterns_and_pref__interest_collecting__c3259ac38e,attr_personality_traits__collecting_interest_in__3d416a5e5d,Interest: Collecting,"Collecting, Interest in",Behavioral Patterns & Preferences,Personality Traits,behavioral patterns and preferences,ipip personality scales,0.7685,1.0,0.6101,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7642,alias_of,merge,symmetric,0.95,Both measure interest in collecting with identical meaning.,0.8691,openai,gpt-4.1-mini
pair_attr_behavioral_patterns_and_pref_ca__attr_behavioral_patterns_and_pref_r__b24484bde268,attr_behavioral_patterns_and_pref__can_r_give_the_name_of_a_web_browser__ccf38f89e0,attr_behavioral_patterns_and_pref__r_specify_name_of_web_browser__59715b285e,can r give the name of a web browser,r specify name of web browser,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.8721,0.7077,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.763,duplicate_of,merge,symmetric,0.95,Both measure ability to name a web browser; same construct.,0.8662,openai,gpt-4.1-mini
pair_attr_personality_traits_keep_in_touc__attr_personality_traits_stay_in_touc__a215c739f19a,attr_personality_traits__keep_in_touch_with_old_friends__03103b8804,attr_personality_traits__stay_in_touch_with_old_acquaintances__f671252e5f,Keep in touch with old friends.,Stay in touch with old acquaintances.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8862,0.6765,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7629,duplicate_of,merge,symmetric,0.95,Both measure same construct of maintaining contact with old friends/acquaintances.,0.8658,openai,gpt-4.1-mini
pair_attr_demographics_and_population_who__attr_demographics_and_population_who__840c5f6b8245,attr_demographics_and_population__who_in_household_plans_meals__6a5d3eae7a,attr_demographics_and_population__who_in_household_prepares_the_meals__3b5d2aeb4d,who in household plans meals,who in household prepares the meals,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8174,0.8254,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7623,duplicate_of,merge,symmetric,0.95,Planning and preparing meals are effectively the same construct.,0.8675,openai,gpt-4.1-mini
pair_attr_demographics_and_population_gen__attr_demographics_and_population_gen__5b7527cde551,attr_demographics_and_population__gender_of_3rd_person__714b717429,attr_demographics_and_population__gender_of_9th_person__dc4480ae84,gender of 3rd person,gender of 9th person,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8058,0.85,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7621,duplicate_of,merge,symmetric,0.95,Gender of different persons; same construct.,0.8677,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ev__attr_life_context_and_constraints_ev__2950c8cf5af1,attr_life_context_and_constraints__ever_receive_welfare_unemp_insur_etc__61cb083335,attr_life_context_and_constraints__ever_received_welfare__80b35fc2bf,"ever receive welfare, unemp insur, etc.",ever received welfare?,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.892,0.6557,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7609,duplicate_of,merge,symmetric,0.95,Both attributes measure whether welfare was ever received; same construct.,0.8644,openai,gpt-4.1-mini
pair_attr_domain_specific_overlays_feelin__attr_worldview_beliefs_and_attitu_fe__666b021911a6,attr_domain_specific_overlays__feelings_about_the_bible_no_volunteered_response_on_we__b0021cca79,attr_worldview_beliefs_and_attitu__feelings_about_the_bible__46dfc1fdb7,feelings about the bible (no volunteered response on web),feelings about the bible,Domain-Specific Overlays,"Worldview, Beliefs & Attitudes",uncategorized candidate,worldview beliefs and attitudes,0.735,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7607,alias_of,merge,symmetric,0.95,"Both measure feelings about the bible, same construct with slight wording difference.",0.8689,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_no__attr_life_context_and_constraints_nu__e55d2e8722a5,attr_life_context_and_constraints__no_of_hrs_spouse_usually_works_a_week__b27a489da4,attr_life_context_and_constraints__number_of_hrs_spouse_worked_last_week__6995de66c5,no. of hrs spouse usually works a week,number of hrs spouse worked last week,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8731,0.6933,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7599,alias_of,merge,symmetric,0.95,Number of hours spouse works last week and usually work are same construct.,0.8644,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_sa__attr_life_context_and_constraints_wo__bf707bd23a06,attr_life_context_and_constraints__satisfaction_comes_from_work__e0f037b392,attr_life_context_and_constraints__work_satisfaction__58973b2d32,satisfaction comes from work,work satisfaction,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.885,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7598,alias_of,merge,symmetric,0.95,"Both measure work satisfaction, same construct.",0.8639,openai,gpt-4.1-mini
pair_attr_personality_traits_use_my_attra__attr_personality_traits_use_my_looks__9feeb269f36f,attr_personality_traits__use_my_attractiveness_to_get_what_i_want__71da91e7c0,attr_personality_traits__use_my_looks_to_get_what_i_want__7d83b8261a,Use my attractiveness to get what I want.,Use my looks to get what I want.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8389,0.7671,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7596,alias_of,merge,symmetric,0.95,Use of attractiveness vs looks to get what I want are same construct.,0.8652,openai,gpt-4.1-mini
pair_attr_personality_traits_let_other_pe__attr_personality_traits_let_others_h__17c23b13aca1,attr_personality_traits__let_other_people_take_the_credit_for_my_work__2388caf689,attr_personality_traits__let_others_have_the_credit__9439fad587,Let other people take the credit for my work.,Let others have the credit.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8463,0.75,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7594,alias_of,merge,symmetric,0.95,Both measure the same construct of letting others have credit; wording differs slightly.,0.8648,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_us__attr_worldview_beliefs_and_attitu_us__9abf0336ebdf,attr_worldview_beliefs_and_attitu__use_the_web_to_learn_about_music__2d9bfda208,attr_worldview_beliefs_and_attitu__use_web_to_get_music_information__f63ffb674b,use the web to learn about music,use web to get music information,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9171,0.5938,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7593,alias_of,merge,symmetric,0.95,Both measure use of web for music information; wording differs but construct is same.,0.8626,openai,gpt-4.1-mini
pair_attr_personality_traits_do_things_my__attr_personality_traits_go_my_own_wa__2712126f81ee,attr_personality_traits__do_things_my_own_way__390aa6b3a7,attr_personality_traits__go_my_own_way__da1cc5db6f,Do things my own way.,Go my own way.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8492,0.7429,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7592,alias_of,merge,symmetric,0.95,Do things my own way and Go my own way measure same personality trait with different wording.,0.8646,openai,gpt-4.1-mini
pair_attr_personality_traits_keep_my_thou__attr_personality_traits_keep_to_myse__ba1f42fed2a5,attr_personality_traits__keep_my_thoughts_to_myself__f1618e44f0,attr_personality_traits__keep_to_myself__b2ca0fa426,Keep my thoughts to myself.,Keep to myself.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8617,0.7143,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7589,alias_of,merge,symmetric,0.95,Keep my thoughts to myself and Keep to myself measure same construct with different wording.,0.8641,openai,gpt-4.1-mini
pair_attr_personality_traits_remain_hopef__attr_personality_traits_remain_hopef__f79b99c61aca,attr_personality_traits__remain_hopeful_about_the_future_regardless_of_challeng__433a8c6f75,attr_personality_traits__remain_hopeful_despite_challenges__ef2c33d4ec,"Remain hopeful about the future, regardless of challenges.",Remain hopeful despite challenges.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8881,0.6522,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7579,duplicate_of,merge,symmetric,0.95,Both measure the same construct of remaining hopeful despite challenges.,0.8627,openai,gpt-4.1-mini
pair_attr_behavioral_patterns_and_pref_in__attr_personality_traits_travel_inter__9e8edf61c754,attr_behavioral_patterns_and_pref__interest_travel__56a82d70f0,attr_personality_traits__travel_interest_in__90d9586b33,Interest: Travel,"Travel, Interest in",Behavioral Patterns & Preferences,Personality Traits,behavioral patterns and preferences,ipip personality scales,0.7563,1.0,0.6101,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7575,alias_of,merge,symmetric,0.95,"Both measure interest in travel, same construct despite category difference.",0.8654,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_go__attr_life_context_and_constraints_go__f180b937358f,attr_life_context_and_constraints__gov_should_assist_low_income_college_student__1b1663cdf4,attr_life_context_and_constraints__govt_should_give_financial_assistance_to_college_stude__9e40170630,gov. should assist low-income college student,govt should give financial assistance to college students from low-income famili,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8978,0.625,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7565,alias_of,merge,symmetric,0.95,Both measure government assistance to low-income college students; same construct.,0.8615,openai,gpt-4.1-mini
pair_attr_personality_traits_have_a_very__attr_personality_traits_have_a_vivid__89707c49974c,attr_personality_traits__have_a_very_good_imagination__74625e5078,attr_personality_traits__have_a_vivid_imagination__c8fc77668d,Have a very good imagination.,Have a vivid imagination.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8114,0.8148,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7564,alias_of,merge,symmetric,0.95,Both measure same construct of imagination; near synonyms.,0.8641,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_co__attr_worldview_beliefs_and_attitu_co__374069e94a0b,attr_worldview_beliefs_and_attitu__confidence_in_education__b72f677c20,attr_worldview_beliefs_and_attitu__confidence_in_schools_and_educ_system__dc12563c22,confidence in education,confidence in schools and educ system,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.8933,0.6333,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.756,alias_of,merge,symmetric,0.95,Confidence in education vs schools and education system; same construct.,0.8614,openai,gpt-4.1-mini
pair_attr_personality_traits_am_unaffecte__attr_personality_traits_am_untouched__b461cc18c96f,attr_personality_traits__am_unaffected_by_other_people_s_happiness__69d422e013,attr_personality_traits__am_untouched_by_other_people_s_feelings__a638ed0040,Am unaffected by other people's happiness.,Am untouched by other people's feelings.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8374,0.7561,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.756,alias_of,merge,symmetric,0.95,"Both attributes measure the same construct of being unaffected/untouched by others' feelings, with high similarity.",0.8631,openai,gpt-4.1-mini
pair_attr_personality_traits_come_up_with__attr_personality_traits_come_up_with__e5a7acb46978,attr_personality_traits__come_up_with_new_ways_to_do_things__6af03c7374,attr_personality_traits__come_up_with_something_new__6a6275a5eb,Come up with new ways to do things.,Come up with something new.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8873,0.6452,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7557,alias_of,merge,symmetric,0.95,Both measure the same construct of creativity or novelty generation.,0.8614,openai,gpt-4.1-mini
pair_attr_personality_traits_keep_improvi__attr_personality_traits_work_on_impr__c64923eb522e,attr_personality_traits__keep_improving_myself__9c44cd60cd,attr_personality_traits__work_on_improving_myself__048994f761,Keep improving myself.,Work on improving myself.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8126,0.8085,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7555,alias_of,merge,symmetric,0.95,Both measure the same construct of self-improvement.,0.8635,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_re__attr_worldview_beliefs_and_attitu_re__e9f2c614db69,attr_worldview_beliefs_and_attitu__religion__bb4be7989a,attr_worldview_beliefs_and_attitu__religious_faith__1894716dae,Religion,Religious faith,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9025,0.6087,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.755,alias_of,merge,symmetric,0.95,Both measure the same construct of religious belief; high embedding similarity and same subcategory.,0.8605,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_fi__attr_worldview_beliefs_and_attitu_fi__bca06c8f3876,attr_worldview_beliefs_and_attitu__find_strength_and_comfort_in_religion__5bb388e15b,attr_worldview_beliefs_and_attitu__find_strength_religion_or_spirituality__b63428aff6,find strength and comfort in religion,find strength religion or spirituality,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9057,0.6,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7545,alias_of,merge,symmetric,0.95,Both capture finding strength and comfort in religion/spirituality; high similarity.,0.8601,openai,gpt-4.1-mini
pair_attr_personality_traits_forget_thing__attr_personality_traits_often_forget__1f01489adc30,attr_personality_traits__forget_things__94c7513c00,attr_personality_traits__often_forget_things__632ffee77f,Forget things.,Often forget things.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8026,0.8235,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7537,duplicate_of,merge,symmetric,0.95,Forget things and often forget things measure same construct with minor wording difference.,0.8627,openai,gpt-4.1-mini
pair_attr_behavioral_patterns_and_pref_in__attr_personality_traits_self_improve__073e959f1a86,attr_behavioral_patterns_and_pref__interest_self_improvement__f7f9bd5d87,attr_personality_traits__self_improvement_interest_in__cf792f1269,Interest: Self-improvement,"Self-improvement, Interest in",Behavioral Patterns & Preferences,Personality Traits,behavioral patterns and preferences,ipip personality scales,0.7488,1.0,0.6101,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7534,alias_of,merge,symmetric,0.95,Interest in self-improvement in behavioral patterns and personality traits measure same construct.,0.8631,openai,gpt-4.1-mini
pair_attr_domain_specific_overlays_bible__attr_worldview_beliefs_and_attitu_bi__71e8c9eb1cb7,attr_domain_specific_overlays__bible_prayer_in_public_schools_no_volunteered_response__0b0f189cb5,attr_worldview_beliefs_and_attitu__bible_prayer_in_public_schools__13bf785dae,bible prayer in public schools (no volunteered response on web),bible prayer in public schools,Domain-Specific Overlays,"Worldview, Beliefs & Attitudes",uncategorized candidate,worldview beliefs and attitudes,0.7218,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7534,alias_of,merge,symmetric,0.95,Bible prayer in public schools attribute in two categories measure same construct.,0.865,openai,gpt-4.1-mini
pair_attr_personality_traits_like_to_do_t__attr_personality_traits_like_to_help__1b87af419bc8,attr_personality_traits__like_to_do_things_for_others__f2497f8f30,attr_personality_traits__like_to_help_others__3dba79ebe3,Like to do things for others.,Like to help others.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8604,0.6939,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7531,alias_of,merge,symmetric,0.95,Like to do things for others and like to help others measure same construct.,0.8606,openai,gpt-4.1-mini
pair_attr_personality_traits_don_t_call_a__attr_personality_traits_don_t_like_t__3fa7e3a28422,attr_personality_traits__don_t_call_attention_to_myself__228687479b,attr_personality_traits__don_t_like_to_draw_attention_to_myself__a753b916e5,Don't call attention to myself.,Don't like to draw attention to myself.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8122,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7531,alias_of,merge,symmetric,0.95,Don't call attention to myself and don't like to draw attention measure same construct.,0.8621,openai,gpt-4.1-mini
pair_attr_demographics_and_population_cha__attr_personality_traits_love_capacit__681007a998da,attr_demographics_and_population__character_capacity_for_love__451995c0ce,attr_personality_traits__love_capacity_for__571f17e930,Character: Capacity for love,"Love, Capacity for",Demographics & Population Grounding,Personality Traits,demographic variables,ipip personality scales,0.7435,1.0,0.6263,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7529,alias_of,merge,symmetric,0.95,Both measure capacity for love; same construct across categories.,0.8632,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_di__attr_life_context_and_constraints_r__b48fe97342a4,attr_life_context_and_constraints__did_r_have_any_training_to_improve_job_skill_past_12_m__c0c05f4a38,attr_life_context_and_constraints__r_had_job_skill_training_in_thepast_12_months__0e75f1afe3,did r have any training to improve job skill past 12 months,r had job skill training in thepast 12 months,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8901,0.625,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7522,alias_of,merge,symmetric,0.95,Both measure job skill training in past 12 months; same construct.,0.8592,openai,gpt-4.1-mini
pair_attr_personality_traits_admit_mistak__attr_personality_traits_always_admit__d549a72675f7,attr_personality_traits__admit_mistakes__451af8e02a,attr_personality_traits__always_admit_it_when_i_make_a_mistake__488b3e9c14,Admit mistakes.,Always admit it when I make a mistake.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8701,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7516,alias_of,merge,symmetric,0.95,Both measure admitting mistakes; essentially same construct.,0.8595,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_jo__attr_life_context_and_constraints_th__d6d0b6c8115e,attr_life_context_and_constraints__job_security__a9fdcd2468,attr_life_context_and_constraints__the_job_security_is_good__ef83921fd0,job security,the job security is good,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8655,0.6667,0.7257,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7516,alias_of,merge,symmetric,0.95,Job security and job security is good measure same construct.,0.8597,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_x__attr_life_context_and_constraints_x__7299d97b3404,attr_life_context_and_constraints__x_should_go_to_other_mental_health_professional_for_he__e0430ae32b,attr_life_context_and_constraints__x_should_go_to_psychiatrist_for_help__96bd62c67c,x should go to other mental health professional for help,x should go to psychiatrist for help,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8996,0.6,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7512,alias_of,merge,symmetric,0.95,Going to mental health professional vs psychiatrist are equivalent constructs.,0.8583,openai,gpt-4.1-mini
pair_attr_domain_specific_overlays_how_im__attr_domain_specific_overlays_how_im__08293b66c848,attr_domain_specific_overlays__how_important_is_being_an_american_to_you__f67780c71d,attr_domain_specific_overlays__how_important_to_feel_american__bbb3f469c8,how important is being an american to you,how important to feel american,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.8517,0.7042,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7509,alias_of,merge,symmetric,0.95,Both measure importance of being or feeling American; same construct.,0.8596,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_do__attr_life_context_and_constraints_do__f4c0f54ad185,attr_life_context_and_constraints__does_r_have_a_second_job__4ae02e5407,attr_life_context_and_constraints__does_r_have_any_additional_job__b21b36fcc4,does r have a second job,does r have any additional job,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8345,0.7407,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7506,alias_of,merge,symmetric,0.95,"Both ask if respondent has a second/additional job, measuring same construct.",0.8599,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_sp__attr_life_context_and_constraints_sp__8bd7727e6ffd,attr_life_context_and_constraints__sphedind10_coding_status__2b6182e6a5,attr_life_context_and_constraints__spind10_coding_tag__1a5e130ce0,sphedind10 coding status,spind10 coding tag,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8024,0.8095,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7501,alias_of,merge,symmetric,0.95,Sphedind10 coding status and spind10 coding tag appear to measure same construct.,0.8606,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_r__44a32a2bc7ba,attr_life_context_and_constraints__how_many_r_belongs_to_literary_groups__137329ea58,attr_life_context_and_constraints__r_belongs_to_more_than_one_literary_groups__adbba973e1,how many r belongs to literary groups,r belongs to more than one literary groups,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8474,0.7089,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7497,alias_of,merge,symmetric,0.95,How many belong to literary groups and belongs to more than one literary groups measure same construct.,0.859,openai,gpt-4.1-mini
pair_attr_demographics_and_population_gen__attr_demographics_and_population_gen__8c3be357b2be,attr_demographics_and_population__gender_of_10th_person__f4bd020e39,attr_demographics_and_population__gender_of_11th_person_visitor__f3cc94dace,gender of 10th person,gender of 11th person (visitor),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8199,0.7692,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7497,alias_of,merge,symmetric,0.95,Gender of 10th and 11th person are same type of demographic variable.,0.8598,openai,gpt-4.1-mini
pair_attr_personality_traits_dislike_surp__attr_personality_traits_hate_surpris__ec69665c2982,attr_personality_traits__dislike_surprises__6e3c180903,attr_personality_traits__hate_surprises__ad5ad8e713,Dislike surprises.,Hate surprises.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8376,0.7273,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7489,alias_of,merge,symmetric,0.95,Dislike and hate surprises are effectively the same construct.,0.8588,openai,gpt-4.1-mini
pair_attr_personality_traits_act_spontane__attr_personality_traits_do_things_wi__766932906632,attr_personality_traits__act_spontaneously_without_thinking_about_the_consequen__f50a123954,attr_personality_traits__do_things_without_thinking_of_the_consequences__a628ed8efb,Act spontaneously without thinking about the consequences.,Do things without thinking of the consequences.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8305,0.7429,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7489,alias_of,merge,symmetric,0.95,"Both describe acting without thinking of consequences, same construct.",0.859,openai,gpt-4.1-mini
pair_attr_behavioral_patterns_and_pref_in__attr_behavioral_patterns_and_pref_su__277cd40e7f5a,attr_behavioral_patterns_and_pref__interest_visual_art__a323ab1447,attr_behavioral_patterns_and_pref__subject_visual_art__e49782d306,Interest: Visual art,Subject: Visual art,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.8946,0.7179,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7481,duplicate_of,merge,symmetric,0.95,Both measure interest in visual art; essentially same construct.,0.8546,openai,gpt-4.1-mini
pair_attr_personality_traits_can_accept_a__attr_personality_traits_tolerate_a_l__0e8b9f6c4b48,attr_personality_traits__can_accept_a_lot_from_others__59b913ab30,attr_personality_traits__tolerate_a_lot_from_others__98390f966a,Can accept a lot from others.,Tolerate a lot from others.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8251,0.75,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7477,alias_of,merge,symmetric,0.95,Can accept and tolerate a lot from others measure same construct.,0.8585,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_us__attr_life_context_and_constraints_wo__7513ee26bc80,attr_life_context_and_constraints__usual_work_schedule__9c52df52cb,attr_life_context_and_constraints__work_schedule__6d3ca94982,usual work schedule,Work schedule,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8235,0.8125,0.6101,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7476,duplicate_of,merge,symmetric,0.95,Usual work schedule and work schedule measure same construct.,0.8574,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_wi__attr_life_context_and_constraints_wi__fd9220c4c4ef,attr_life_context_and_constraints__willing_to_work_harder_for_the_firm__b232a2f5c7,attr_life_context_and_constraints__willing_work_harder_than_have_to_help_org__9b38456a52,willing to work harder for the firm,willing work harder than have to help org.,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8901,0.6,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.746,alias_of,merge,symmetric,0.95,"Both attributes measure willingness to work harder for the firm/organization, essentially the same construct with slightly different wording.",0.8555,openai,gpt-4.1-mini
pair_attr_demographics_and_population_pri__attr_worldview_beliefs_and_attitu_no__e824465df87b,attr_demographics_and_population__primal_belief_18_no_matter_where_we_are_incredible_bea__4e09252462,attr_worldview_beliefs_and_attitu__no_matter_where_we_are_incredible_beauty_is_always_aro__5aca0d38f1,"Primal belief #18: No matter where we are, incredible beauty is always around us.","No matter where we are, incredible beauty is always around us.",Demographics & Population Grounding,"Worldview, Beliefs & Attitudes",demographic variables,primal world beliefs,0.823,0.8671,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.746,alias_of,merge,symmetric,0.95,"Same statement about primal belief, just categorized differently; measure the same construct.",0.8555,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_at__attr_worldview_beliefs_and_attitu_at__5d5d60ae1ac4,attr_worldview_beliefs_and_attitu__attend_religious_events_during_the_last_week__bcbba07381,attr_worldview_beliefs_and_attitu__attended_religious_services_last_wednesday__96dbeb8236,attend religious events during the last week,attended religious services last wednesday,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.8647,0.6512,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7448,duplicate_of,merge,symmetric,0.95,"Both about attending religious events recently, essentially same construct.",0.8555,openai,gpt-4.1-mini
pair_attr_demographics_and_population_how__attr_life_context_and_constraints_ho__38eb0e90464b,attr_demographics_and_population__how_often_r_discuss_politics__78a15072a6,attr_life_context_and_constraints__how_often_does_r_discuss_politics__111535a097,how often r discuss politics,how often does r discuss politics?,Demographics & Population Grounding,Life Context & Constraints,demographic variables,life context and constraints,0.7501,0.9032,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7448,duplicate_of,merge,symmetric,0.95,"Both about frequency of discussing politics, same construct despite category difference.",0.8589,openai,gpt-4.1-mini
