pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model,edge_weight
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__0239387034f7,attr_worldview_beliefs_and_attitu__number_of_black_r_trust__673e041336,attr_worldview_beliefs_and_attitu__number_of_janitor_r_trust__3913cba9b2,number of black r trust,number of janitor r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.7949,0.7917,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7415,related_but_distinct,keep_separate,symmetric,0.9,Number of trust for different groups; related but distinct.,0.8332,openai,gpt-4.1-mini,0.522
pair_attr_behavioral_patterns_and_pref_in__attr_behavioral_patterns_and_pref_in__c43fa230aa27,attr_behavioral_patterns_and_pref__interest_collecting__c3259ac38e,attr_behavioral_patterns_and_pref__interest_investing__cec0cfb239,Interest: Collecting,Interest: Investing,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.7684,0.7692,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7415,related_but_distinct,keep_separate,symmetric,0.85,Interest in different activities; related but distinct.,0.7795,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__d9ba49badb1b,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group2__6972419d51,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group1__08f6d57e33,how many years r born a member of fraternity group2,how many years r born a member of informal group1,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7638,0.86,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7415,related_but_distinct,keep_separate,symmetric,0.85,Years born member of different groups; related but distinct.,0.8116,openai,gpt-4.1-mini,0.493
pair_attr_personality_traits_am_asked_for__attr_personality_traits_am_often_ask__cf98a187a6a9,attr_personality_traits__am_asked_for_advice_by_friends_and_family__d43c123e77,attr_personality_traits__am_often_asked_by_friends_and_family_to_help_resolve_f__e56acff40d,Am asked for advice by friends and family.,Am often asked by friends and family to help resolve fights.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7607,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7415,related_but_distinct,keep_separate,symmetric,0.85,Asked for advice vs asked to help resolve fights; related but distinct.,0.7817,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_nu__attr_life_context_and_constraints_nu__a56d25baa487,attr_life_context_and_constraints__number_of_asian_in_current_or_previous_work__abe6497e5d,attr_life_context_and_constraints__number_of_strong_liberal_in_current_or_previous_work__ead7f8771d,number of asian in current or previous work,number of strong liberal in current or previous work,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.6811,0.8421,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7415,related_but_distinct,keep_separate,symmetric,0.7,Number of different groups in work; related but distinct.,0.7166,openai,gpt-4.1-mini,0.406
pair_attr_life_context_and_constraints_re__attr_life_context_and_constraints_re__b86f20503798,attr_life_context_and_constraints__respondent_s_health_in_general__dd127370f4,attr_life_context_and_constraints__respondent_s_physical_health__1f03ba7ba6,respondent's health in general,respondent's physical health,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.844,0.6552,0.756,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7414,related_but_distinct,keep_separate,symmetric,0.85,General health vs physical health; related but distinct.,0.8096,openai,gpt-4.1-mini,0.493
pair_attr_cognitive_and_capability_pro_sk__attr_cognitive_and_capability_pro_sk__62e15c487705,attr_cognitive_and_capability_pro__skill_baking__30142c6aa1,attr_cognitive_and_capability_pro__skill_cooking__d6b4ec2156,Skill: Baking,Skill: Cooking,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.8384,0.8148,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7414,related_but_distinct,keep_separate,symmetric,0.85,Related skills but distinct (baking vs cooking).,0.8073,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_ba__attr_life_context_and_constraints_pu__488a06d6f344,attr_life_context_and_constraints__babysitter_ok_for_kid_3_yrs__917a1e10b5,attr_life_context_and_constraints__public_daycare_center_ok_for_kid_3_yrs__63a613d298,babysitter ok for kid < 3 yrs?,public daycare center ok for kid < 3 yrs?,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8345,0.7042,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7414,related_but_distinct,keep_separate,symmetric,0.85,Different childcare options; related but distinct.,0.8094,openai,gpt-4.1-mini,0.493
pair_attr_personality_traits_get_stressed__attr_personality_traits_get_upset_ea__c0a9941255bc,attr_personality_traits__get_stressed_out_easily__801a443355,attr_personality_traits__get_upset_easily__cfde3dc4de,Get stressed out easily.,Get upset easily.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.822,0.7317,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7414,related_but_distinct,keep_separate,symmetric,0.85,Similar emotional responses but distinct items.,0.8098,openai,gpt-4.1-mini,0.493
pair_attr_behavioral_patterns_and_pref_in__attr_behavioral_patterns_and_pref_in__8547789a1707,attr_behavioral_patterns_and_pref__interest_architecture__402b5ec3b0,attr_behavioral_patterns_and_pref__interest_interior_design__d9601209c6,Interest: Architecture,Interest: Interior design,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.8148,0.6667,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7414,related_but_distinct,keep_separate,symmetric,0.85,Related interests but distinct (architecture vs interior design).,0.778,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__b6332896e4d5,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club4__a357b039c8,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups4__d2e6ed8cb2,how many years r been a member of service club4,how many yrs r been a member of fraternal groups4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8042,0.7708,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7414,related_but_distinct,keep_separate,symmetric,0.85,Years membership in related but distinct groups.,0.8103,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__880023d5d03c,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group2__8f46c0cfe7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_fraternity2__9cfcae3a23,how many years r born a member of other group2,how many years r born a member of school fraternity2,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8021,0.7755,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7414,related_but_distinct,keep_separate,symmetric,0.85,Years born member of different groups; related but distinct.,0.8104,openai,gpt-4.1-mini,0.493
pair_attr_personality_traits_am_easily_fr__attr_personality_traits_am_easily_st__ae6a1cbbeb18,attr_personality_traits__am_easily_frustrated__c893a74186,attr_personality_traits__am_easily_startled__80ff28c1e9,Am easily frustrated.,Am easily startled.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7681,0.85,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7414,related_but_distinct,keep_separate,symmetric,0.8,Different emotional reactions; related but distinct.,0.7889,openai,gpt-4.1-mini,0.464
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__8be1b8090377,attr_worldview_beliefs_and_attitu__number_of_black_r_trust__673e041336,attr_worldview_beliefs_and_attitu__number_of_lawyer_r_trust__0e7580e7da,number of black r trust,number of lawyer r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.7677,0.8511,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7414,related_but_distinct,keep_separate,symmetric,0.85,Number of trust for different groups; related but distinct.,0.8114,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__5bfd4192b3f8,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group5__e221d118be,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups6__ec306b861c,how many years r born a member of informal group5,how many years r born a member of sports groups6,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7608,0.866,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7414,related_but_distinct,keep_separate,symmetric,0.85,Years born member of different groups; related but distinct.,0.8116,openai,gpt-4.1-mini,0.493
pair_attr_domain_specific_overlays_tool_o__attr_domain_specific_overlays_tool_r__c81cd79128d3,attr_domain_specific_overlays__tool_obsidian__48232e1e9b,attr_domain_specific_overlays__tool_r__89a8695750,Tool: Obsidian,Tool: R,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.6633,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7414,related_but_distinct,keep_separate,symmetric,0.7,Different software tools; related but distinct.,0.7151,openai,gpt-4.1-mini,0.406
pair_attr_worldview_beliefs_and_attitu_op__attr_worldview_beliefs_and_attitu_op__8d5a1abae32a,attr_worldview_beliefs_and_attitu__opinion_of_corruption_by_government_administrators__7d3ae5f7ff,attr_worldview_beliefs_and_attitu__opinion_of_corruption_by_politician__e6f81d047a,opinion of corruption by government administrators,opinion of corruption by politician,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.8655,0.6353,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7413,related_but_distinct,keep_separate,symmetric,0.85,Opinions on corruption by different actors; related but distinct.,0.8084,openai,gpt-4.1-mini,0.493
pair_attr_demographics_and_population_r_r__attr_demographics_and_population_sex__bdb27b3a47ae,attr_demographics_and_population__r_relation_to_r_4th_sibling__4833cd990d,attr_demographics_and_population__sex_of_r_4th_sibling__739e008cac,r relation to r 4th sibling,sex of r 4th sibling,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8448,0.6809,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7413,related_but_distinct,keep_separate,symmetric,0.85,Relation vs sex of sibling; related but distinct.,0.809,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_r__attr_life_context_and_constraints_r__b13be4019c87,attr_life_context_and_constraints__r_belongs_to_more_than_one_hobby_clubs__789ea0119f,attr_life_context_and_constraints__r_belongs_to_more_than_one_informal_groups__74547e26c4,r belongs to more than one hobby clubs,r belongs to more than one informal groups,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8021,0.775,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7413,related_but_distinct,keep_separate,symmetric,0.85,Membership in different types of groups; related but distinct.,0.8103,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__cf67d9f479f3,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club3__d6926607d8,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_service_group__61e7f73268,how many years r been a member of service club3,how many years r born a member of school service group2,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7887,0.8039,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7412,related_but_distinct,keep_separate,symmetric,0.85,Years membership in related but distinct groups.,0.8106,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_ot__attr_life_context_and_constraints_yo__ad543f0becce,attr_life_context_and_constraints__other_group3_meets_in_this_area__d34302c726,attr_life_context_and_constraints__youth_group5_meets_in_this_area__347c98a740,other group3 meets in this area,youth group5 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7437,0.9032,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7412,related_but_distinct,keep_separate,symmetric,0.85,Different groups meeting in area; related but distinct.,0.812,openai,gpt-4.1-mini,0.493
pair_attr_behavioral_patterns_and_pref_cu__attr_behavioral_patterns_and_pref_cu__f1dd8a15f238,attr_behavioral_patterns_and_pref__cuisine_thai__8b950f26dc,attr_behavioral_patterns_and_pref__cuisine_vietnamese__5b0d81c0b5,Cuisine: Thai,Cuisine: Vietnamese,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.8141,0.6667,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7411,related_but_distinct,keep_separate,symmetric,0.85,Taste for different cuisines; related but distinct.,0.7778,openai,gpt-4.1-mini,0.493
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__add20403d3b2,attr_domain_specific_overlays__number_of_democrat_r_is_acquainted_with__2e3936b74b,attr_domain_specific_overlays__number_of_police_officer_r_is_acquainted_with__c174641589,number of democrat r is acquainted with,number of police officer r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.786,0.8095,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7411,related_but_distinct,keep_separate,symmetric,0.85,Number acquainted with different groups; related but distinct.,0.8107,openai,gpt-4.1-mini,0.493
pair_attr_demographics_and_population_reg__attr_demographics_and_population_sex__f98876c57ed0,attr_demographics_and_population__region_of_murder_victim_2nd_closest_to_r__1ae79d6015,attr_demographics_and_population__sex_of_murder_victim_closest_to_r__ad31527af7,region of murder victim 2nd closest to r,sex of murder victim closest to r,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7679,0.8493,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7411,related_but_distinct,keep_separate,symmetric,0.85,Region vs sex of murder victims; related but distinct.,0.8112,openai,gpt-4.1-mini,0.493
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__320e4912e750,attr_domain_specific_overlays__number_of_asian_r_is_acquainted_with__c32733b747,attr_domain_specific_overlays__number_of_brenda_r_is_acquainted_with__3a5e756935,number of asian r is acquainted with,number of brenda r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7554,0.8767,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7411,related_but_distinct,keep_separate,symmetric,0.85,Number acquainted with different individuals; related but distinct.,0.8116,openai,gpt-4.1-mini,0.493
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__c75070a27f95,attr_worldview_beliefs_and_attitu__how_religious_is_r__4802d7c826,attr_worldview_beliefs_and_attitu__how_well_r_s_religion_describes_r__9f3c21695b,how religious is r,how well r's religion describes r,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.8685,0.6275,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.741,related_but_distinct,keep_separate,symmetric,0.85,Religiousness vs how well religion describes; related but distinct.,0.8081,openai,gpt-4.1-mini,0.493
pair_attr_personality_traits_modesty_08cf__attr_personality_traits_sincerity_e8__9506405e8f0d,attr_personality_traits__modesty__08cf0463e2,attr_personality_traits__sincerity__e80ea172d2,Modesty,Sincerity,Personality Traits,Personality Traits,hexaco facets,hexaco facets,0.8253,0.6667,0.8027,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.741,related_but_distinct,keep_separate,symmetric,0.85,Different HEXACO facets under same domain; related but distinct.,0.8104,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_x__1378085c8418,attr_life_context_and_constraints__how_important_go_to_psychiatrist_for_help__769de00995,attr_life_context_and_constraints__x_should_go_to_psychiatrist_for_help__96bd62c67c,how important: go to psychiatrist for help,x should go to psychiatrist for help,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8042,0.7692,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.741,related_but_distinct,keep_separate,symmetric,0.85,Importance vs action regarding psychiatrist; related but distinct.,0.8101,openai,gpt-4.1-mini,0.493
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__aa8beb57b12e,attr_demographics_and_population__is_14th_person_visitor_staying_elsewhere_now__b69dc428b2,attr_demographics_and_population__is_4th_person_staying_somewhere_else_now__6dfad1c984,is 14th person (visitor) staying elsewhere now?,is 4th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8025,0.7727,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.741,related_but_distinct,keep_separate,symmetric,0.85,Different persons staying elsewhere; related but distinct.,0.8101,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__9e14ac82cf35,attr_life_context_and_constraints__how_much_pay_dependent_on_children__0fb450816b,attr_life_context_and_constraints__how_much_pay_dependent_on_work_well_done__c4bd6fb992,how much pay dependent on children,how much pay dependent on work well done,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7975,0.7838,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.741,related_but_distinct,keep_separate,symmetric,0.85,Pay dependency on different factors; related but distinct.,0.8103,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_tr__attr_life_context_and_constraints_tr__81ea1e130bc9,attr_life_context_and_constraints__treatment_for_downheartedness_improve_quality_of_life__a012d3e1f0,attr_life_context_and_constraints__treatment_for_emotion_improve_quality_of_li__4735c5605c,treatment for downheartedness improve quality of life,treatment for emotion improve quality of li,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7939,0.7917,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.741,related_but_distinct,keep_separate,symmetric,0.85,Treatment effects on different emotional states; related but distinct.,0.8104,openai,gpt-4.1-mini,0.493
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_nu__edadf6d0d49d,attr_worldview_beliefs_and_attitu__how_often_pa_attended_religious_services__d25bcce8c6,attr_worldview_beliefs_and_attitu__number_of_days_attended_religious_services__9e388ee036,how often pa attended religious services,number of days attended religious services,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.7879,0.8049,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.741,related_but_distinct,keep_separate,symmetric,0.85,Frequency vs number of days attended religious services; related but distinct.,0.8105,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_ot__attr_life_context_and_constraints_sc__23d184420105,attr_life_context_and_constraints__other_group1_meets_in_this_area__58a9696591,attr_life_context_and_constraints__school_service_group1_meets_in_this_area__f6a37f1dc9,other group1 meets in this area,school service group1 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7824,0.8169,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.741,related_but_distinct,keep_separate,symmetric,0.85,Different groups meeting in area; related but distinct.,0.8107,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_in__attr_life_context_and_constraints_wh__c2fef4637bf1,attr_life_context_and_constraints__in_what_order_take_prescription_medication__1012332374,attr_life_context_and_constraints__what_x_should_do_take_prescription_medication__80621ba929,in what order take prescription medication,what x should do: take prescription medication,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7775,0.8182,0.7257,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.741,related_but_distinct,keep_separate,none,0.9,"Attributes relate to prescription medication but one is about order of taking, the other about what to do; related but distinct constructs.",0.8336,openai,gpt-4.1-mini,0.522
pair_attr_demographics_and_population_rel__attr_demographics_and_population_res__c03df4ab5e8b,attr_demographics_and_population__relationship_of_7th_person_to_household_head__7878d4611c,attr_demographics_and_population__respondent_s_relationship_to_household_head__e77cfa93eb,relationship of 7th person to household head,respondent's relationship to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7219,0.75,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.741,related_but_distinct,keep_separate,none,0.85,Both about relationship to household head but for different persons; related but distinct.,0.7825,openai,gpt-4.1-mini,0.493
pair_attr_worldview_beliefs_and_attitu_r__attr_worldview_beliefs_and_attitu_r__c06d10ef9f62,attr_worldview_beliefs_and_attitu__r_sought_political_information_friends_or_relatives__be303e08af,attr_worldview_beliefs_and_attitu__r_sought_political_information_political_magazine__1aed617c80,r sought political information friends or relatives,r sought political information political magazine,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.8354,0.7,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7409,related_but_distinct,keep_separate,none,0.9,Both about seeking political info but from different sources; related but distinct.,0.8316,openai,gpt-4.1-mini,0.522
pair_attr_values_goals_and_motivations_es__attr_values_goals_and_motivations_es__48d5bf86f14d,attr_values_goals_and_motivations__estimated_value_contributed_in_environment__d463fbe2dc,attr_values_goals_and_motivations__estimated_value_contributed_in_political_org_etc__b947d08149,estimated value contributed in environment,estimated value contributed in political org. etc,"Values, Goals & Motivations","Values, Goals & Motivations",values goals and motivations,values goals and motivations,0.8239,0.7253,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7409,related_but_distinct,keep_separate,none,0.9,Estimated value contributed in different environments; related but distinct.,0.8319,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_wh__attr_life_context_and_constraints_wh__68b1c368fa1b,attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_finding__5b7e3743b0,attr_life_context_and_constraints__who_r_would_first_turn_to_if_they_needed_help_with_adm__db50fa9e78,who r would first turn to if they needed help finding a job,who r would first turn to if they needed help with admin or official paperwork,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8086,0.7591,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7409,related_but_distinct,keep_separate,none,0.9,Both about who r would turn to for help but for different types of help; related but distinct.,0.8324,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_x__attr_life_context_and_constraints_x__71e8874ce672,attr_life_context_and_constraints__x_should_go_to_psychiatrist_for_help__96bd62c67c,attr_life_context_and_constraints__x_should_go_to_spiritual_healer_for_help__95b4f4290d,x should go to psychiatrist for help,x should go to spiritual healer for help,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8067,0.7632,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7409,related_but_distinct,keep_separate,none,0.9,Both about where x should go for help but different types of help (psychiatrist vs spiritual healer); related but distinct.,0.8324,openai,gpt-4.1-mini,0.522
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__f66fad1886b3,attr_worldview_beliefs_and_attitu__how_fundamentalist_is_partner_s_current_religion__c0dc927088,attr_worldview_beliefs_and_attitu__how_fundamentalist_is_r_currently__c39fdbd83e,how fundamentalist is partner's current religion,how fundamentalist is r currently,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,worldview beliefs and attitudes,0.7945,0.7901,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7409,related_but_distinct,keep_separate,none,0.9,"Both about fundamentalism but one for partner's religion, other for r currently; related but distinct.",0.8328,openai,gpt-4.1-mini,0.522
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__a5c0977c5823,attr_worldview_beliefs_and_attitu__number_oflinda_r_trust__f210e693d9,attr_worldview_beliefs_and_attitu__number_ofrachel_r_trust__28ad1c73fa,number oflinda r trust,number ofrachel r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.79,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7409,related_but_distinct,keep_separate,none,0.9,Both about number of people r trusts but different individuals; related but distinct.,0.8329,openai,gpt-4.1-mini,0.522
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__22e9dcd0cd2f,attr_domain_specific_overlays__number_of_black_r_is_acquainted_with__0fc04cd956,attr_domain_specific_overlays__number_of_police_officer_r_is_acquainted_with__c174641589,number of black r is acquainted with,number of police officer r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7833,0.8148,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7409,related_but_distinct,keep_separate,none,0.9,Number of acquaintances but different groups (black vs police officer); related but distinct.,0.8332,openai,gpt-4.1-mini,0.522
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__dcd81f0cbb90,attr_domain_specific_overlays__number_of_electrician_r_is_acquainted_with__44e45509d9,attr_domain_specific_overlays__number_of_rachel_r_is_acquainted_with__d12efb19cd,number of electrician r is acquainted with,number of rachel r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7738,0.8354,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7409,related_but_distinct,keep_separate,none,0.9,Number of acquaintances but different groups (electrician vs rachel); related but distinct.,0.8334,openai,gpt-4.1-mini,0.522
pair_attr_personality_traits_react_slowly__attr_personality_traits_read_slowly__808159dc431f,attr_personality_traits__react_slowly__5dd8ca2930,attr_personality_traits__read_slowly__3bf34038bc,React slowly.,Read slowly.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7537,0.88,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7409,related_but_distinct,keep_separate,none,0.9,React slowly and read slowly are different behaviors; related but distinct.,0.8341,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_do__attr_life_context_and_constraints_h__967e4361454d,attr_life_context_and_constraints__done_volunteer_work_in_international__4cd9b1341d,attr_life_context_and_constraints__h_done_volunteer_work_in_youth_development__c2f8a72347,done volunteer work in international,h done volunteer work in youth development,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8532,0.641,0.7419,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7408,related_but_distinct,keep_separate,none,0.9,Volunteer work in different domains (international vs youth development); related but distinct.,0.8313,openai,gpt-4.1-mini,0.522
