final_attribute_id,member_attribute_id,member_label,is_representative,member_rank,member_source_count,member_quality_score
attr_personality_traits__i_am_sometimes_rude_to_others__9ade456ae6,attr_personality_traits__i_am_sometimes_rude_to_others__9ade456ae6,I am sometimes rude to others,true,0,1,86
attr_personality_traits__i_avoid_intellectual_and_philosophical_discussions__7761d94b41,attr_personality_traits__i_avoid_intellectual_and_philosophical_discussions__7761d94b41,I avoid intellectual and philosophical discussions,true,0,1,86
attr_personality_traits__i_can_be_tense__f31c96b823,attr_personality_traits__i_can_be_tense__f31c96b823,I can be tense,true,0,1,86
attr_personality_traits__i_feel_little_sympathy_for_others__db308fb179,attr_personality_traits__i_feel_little_sympathy_for_others__db308fb179,I feel little sympathy for others,true,0,1,86
attr_personality_traits__i_have_few_artistic_interests__9894f28d5b,attr_personality_traits__i_have_few_artistic_interests__9894f28d5b,I have few artistic interests,true,0,1,86
attr_personality_traits__i_have_little_interest_in_abstract_ideas__230b085827,attr_personality_traits__i_have_little_interest_in_abstract_ideas__230b085827,I have little interest in abstract ideas,true,0,1,86
attr_personality_traits__i_leave_a_mess_and_tend_to_not_clean_up__79c6161db0,attr_personality_traits__i_leave_a_mess_and_tend_to_not_clean_up__79c6161db0,I leave a mess and tend to not clean up,true,0,1,86
attr_personality_traits__i_like_to_start_arguments_with_others__bfb60b9950,attr_personality_traits__i_like_to_start_arguments_with_others__bfb60b9950,I like to start arguments with others,true,0,1,86
attr_personality_traits__i_prefer_to_have_others_take_charge__d72ebd51f3,attr_personality_traits__i_prefer_to_have_others_take_charge__d72ebd51f3,I prefer to have others take charge,true,0,1,86
attr_personality_traits__i_rarely_feels_anxious_or_afraid__374130f72b,attr_personality_traits__i_rarely_feels_anxious_or_afraid__374130f72b,I rarely feels anxious or afraid,true,0,1,86
attr_personality_traits__i_stay_calm_in_difficult_situations__242ae433c2,attr_personality_traits__i_stay_calm_in_difficult_situations__242ae433c2,I stay calm in difficult situations,true,0,1,86
attr_personality_traits__i_tend_to_be_quiet__e399dcd8bd,attr_personality_traits__i_tend_to_be_quiet__e399dcd8bd,I tend to be quiet,true,0,1,86
attr_personality_traits__i_value_art_and_beauty__d78c05adf8,attr_personality_traits__i_value_art_and_beauty__d78c05adf8,I value art and beauty,true,0,1,86
attr_personality_traits__i_work_carefully_to_avoid_making_mistakes__5b427e1f97,attr_personality_traits__i_work_carefully_to_avoid_making_mistakes__5b427e1f97,I work carefully to avoid making mistakes,true,0,1,86
attr_personality_traits__i_worry_a_lot__5b7264b26c,attr_personality_traits__i_worry_a_lot__5b7264b26c,I worry a lot,true,0,1,86
attr_personality_traits__ignore_others_expectations__c8aa548b5d,attr_personality_traits__ignore_others_expectations__c8aa548b5d,Ignore others' expectations.,true,0,1,96
attr_personality_traits__ignore_signs_of_danger__5c16eb83e0,attr_personality_traits__ignore_signs_of_danger__5c16eb83e0,Ignore signs of danger.,true,0,1,96
attr_personality_traits__imagination__31b02fbd10,attr_personality_traits__imagination__31b02fbd10,Imagination,true,0,3,99
attr_personality_traits__immediately_feel_sad_when_hearing_of_an_unhappy_event__545801c0be,attr_personality_traits__immediately_feel_sad_when_hearing_of_an_unhappy_event__545801c0be,Immediately feel sad when hearing of an unhappy event.,true,0,1,96
attr_personality_traits__immoderation__9b967ecf51,attr_personality_traits__immoderation__9b967ecf51,Immoderation,true,0,2,98
attr_personality_traits__imperturbability__7ebaf3d775,attr_personality_traits__imperturbability__7ebaf3d775,Imperturbability,true,0,1,98
attr_personality_traits__impetuous__7af867f47e,attr_personality_traits__impetuous__7af867f47e,Impetuous,true,0,1,99
attr_personality_traits__impose_my_will_on_others__cf03a48da0,attr_personality_traits__impose_my_will_on_others__cf03a48da0,Impose my will on others.,true,0,1,96
attr_personality_traits__impress_my_friends_and_family_with_my_ability_to_plan__6ee5e05daa,attr_personality_traits__impress_my_friends_and_family_with_my_ability_to_plan__6ee5e05daa,Impress my friends and family with my ability to plan for the future.,true,0,1,96
attr_personality_traits__impression_management__90afa13788,attr_personality_traits__impression_management__90afa13788,Impression-management,true,0,1,98
attr_personality_traits__impulse_control__cef866af03,attr_personality_traits__impulse_control__cef866af03,Impulse-control,true,0,1,98
attr_personality_traits__in_tasks_that_i_am_not_prepared_for_attach_great_impor__3c9606a08c,attr_personality_traits__in_tasks_that_i_am_not_prepared_for_attach_great_impor__3c9606a08c,"In tasks that I am not prepared for, attach great importance to the possibility of failure.",true,0,1,96
attr_personality_traits__indecisive__508aeb878e,attr_personality_traits__indecisive__508aeb878e,Indecisive,true,0,1,99
attr_personality_traits__independence__65e4982ab8,attr_personality_traits__independence__65e4982ab8,Independence,true,0,1,98
attr_personality_traits__indulge_in_my_fantasies__81bbaeb074,attr_personality_traits__indulge_in_my_fantasies__81bbaeb074,Indulge in my fantasies.,true,0,1,96
attr_personality_traits__industriousness_perseverance_persistence__65ad5224c0,attr_personality_traits__industriousness_perseverance_persistence__65ad5224c0,Industriousness/Perseverance/Persistence,true,0,1,98
attr_personality_traits__inferiority__50bb5792b9,attr_personality_traits__inferiority__50bb5792b9,Inferiority,true,0,1,99
attr_personality_traits__ingenuity__dd27f0adbf,attr_personality_traits__ingenuity__dd27f0adbf,Ingenuity,true,0,1,98
attr_personality_traits__initiative__f3fd4c1642,attr_personality_traits__initiative__f3fd4c1642,Initiative,true,0,1,98
attr_personality_traits__inquire_about_others_well_being__bbc33dee51,attr_personality_traits__inquire_about_others_well_being__bbc33dee51,Inquire about others' well-being.,true,0,1,96
attr_personality_traits__inquisitiveness__91c5314576,attr_personality_traits__inquisitiveness__91c5314576,Inquisitiveness,true,0,2,99
attr_personality_traits__insecure_attachment__8b7f862ca7,attr_personality_traits__insecure_attachment__8b7f862ca7,Insecure Attachment,true,0,1,99
attr_personality_traits__insight__b552e369a1,attr_personality_traits__insight__b552e369a1,Insight,true,0,1,98
attr_personality_traits__insist_on_getting_my_way__e4f86b77cc,attr_personality_traits__insist_on_getting_my_way__e4f86b77cc,Insist on getting my way.,true,0,1,96
attr_personality_traits__insist_that_others_do_things_my_way__eac9cfc7d7,attr_personality_traits__insist_that_others_do_things_my_way__eac9cfc7d7,Insist that others do things my way.,true,0,1,96
attr_personality_traits__insult_people__3578613f05,attr_personality_traits__insult_people__3578613f05,Insult people.,true,0,1,96
attr_personality_traits__intellect__63fb9de685,attr_personality_traits__intellect__63fb9de685,Intellect,true,0,2,98
attr_personality_traits__intellectual_breadth__a2f11e9b8d,attr_personality_traits__intellectual_breadth__a2f11e9b8d,Intellectual Breadth,true,0,1,98
attr_personality_traits__intellectual_curiosity__6c9278c173,attr_personality_traits__intellectual_curiosity__6c9278c173,Intellectual Curiosity,true,0,2,99
attr_personality_traits__intellectual_openness__e1f8418f85,attr_personality_traits__intellectual_openness__e1f8418f85,Intellectual Openness,true,0,1,98
attr_personality_traits__interfere_in_other_people_s_business__14e1f0a812,attr_personality_traits__interfere_in_other_people_s_business__14e1f0a812,Interfere in other people's business.,true,0,1,96
attr_personality_traits__interrupt_others__dda5a5a727,attr_personality_traits__interrupt_others__dda5a5a727,Interrupt others.,true,0,1,96
attr_personality_traits__intolerance__d820683a8a,attr_personality_traits__intolerance__d820683a8a,Intolerance,true,0,1,99
attr_personality_traits__introspection__40ac9811d0,attr_personality_traits__introspection__40ac9811d0,Introspection,true,0,1,99
attr_personality_traits__introspection_private_self_consciousness__826d5cd7e7,attr_personality_traits__introspection_private_self_consciousness__826d5cd7e7,Introspection/Private Self-Consciousness,true,0,1,98
attr_personality_traits__introversion__d13a8ddf62,attr_personality_traits__introversion__d13a8ddf62,Introversion,true,0,1,98
attr_personality_traits__invent_problems_for_myself__c902b8be7f,attr_personality_traits__invent_problems_for_myself__c902b8be7f,Invent problems for myself.,true,0,1,96
attr_personality_traits__invent_things_that_can_go_wrong__02059aa47e,attr_personality_traits__invent_things_that_can_go_wrong__02059aa47e,Invent things that can go wrong.,true,0,1,96
attr_personality_traits__investigate_all_possibilities__712432391c,attr_personality_traits__investigate_all_possibilities__712432391c,Investigate all possibilities.,true,0,1,96
attr_personality_traits__involve_others_in_what_i_am_doing__548e6b6f46,attr_personality_traits__involve_others_in_what_i_am_doing__548e6b6f46,Involve others in what I am doing.,true,0,1,96
attr_personality_traits__irrational_beliefs__bfe9a3b781,attr_personality_traits__irrational_beliefs__bfe9a3b781,Irrational Beliefs,true,0,1,98
attr_personality_traits__irresponsibility__92a9c18839,attr_personality_traits__irresponsibility__92a9c18839,Irresponsibility,true,0,1,98
attr_personality_traits__joke_around_a_lot__eae201ce20,attr_personality_traits__joke_around_a_lot__eae201ce20,Joke around a lot.,true,0,1,96
attr_personality_traits__journaling_interest_in__ac25ee1f05,attr_personality_traits__journaling_interest_in__ac25ee1f05,"Journaling, Interest in",true,0,1,98
attr_personality_traits__joyfulness__7766d2c0c8,attr_personality_traits__joyfulness__7766d2c0c8,Joyfulness,true,0,1,98
attr_personality_traits__judge_myself_more_harshly_than_others_do__b124be2868,attr_personality_traits__judge_myself_more_harshly_than_others_do__b124be2868,Judge myself more harshly than others do.,true,0,1,96
attr_personality_traits__judge_people_by_their_appearance__d88f772d40,attr_personality_traits__judge_people_by_their_appearance__d88f772d40,Judge people by their appearance.,true,0,1,96
attr_personality_traits__judgment_open_mindedness__de243e6b38,attr_personality_traits__judgment_open_mindedness__de243e6b38,Judgment/Open-mindedness,true,0,1,98
merged_attr_dee230ffe119,attr_personality_traits__jump_into_things__61569aacce,Jump into things.,true,0,1,96
merged_attr_dee230ffe119,attr_personality_traits__rush_into_things__acf56d745e,Rush into things.,false,1,1,96
attr_personality_traits__jump_into_things_without_thinking__cf7eeb8338,attr_personality_traits__jump_into_things_without_thinking__cf7eeb8338,Jump into things without thinking.,true,0,1,96
attr_personality_traits__just_know_that_i_will_be_a_success__56a8c07a11,attr_personality_traits__just_know_that_i_will_be_a_success__56a8c07a11,Just know that I will be a success.,true,0,1,96
merged_attr_5500a005494f,attr_personality_traits__keep_a_cool_head__070251a5f3,Keep a cool head.,false,0,1,96
merged_attr_5500a005494f,attr_personality_traits__keep_my_cool__859bc3f5b9,Keep my cool.,true,1,1,96
attr_personality_traits__keep_a_lot_of_anger_bottled_up_inside_of_me__37f3de57e7,attr_personality_traits__keep_a_lot_of_anger_bottled_up_inside_of_me__37f3de57e7,Keep a lot of anger bottled up inside of me.,true,0,1,96
attr_personality_traits__keep_a_sharp_eye_on_others_work__34071f412e,attr_personality_traits__keep_a_sharp_eye_on_others_work__34071f412e,Keep a sharp eye on others' work.,true,0,1,96
merged_attr_aa7c8620d9cb,attr_personality_traits__keep_improving_myself__9c44cd60cd,Keep improving myself.,true,0,1,96
merged_attr_aa7c8620d9cb,attr_personality_traits__work_on_improving_myself__048994f761,Work on improving myself.,false,1,1,96
attr_personality_traits__keep_in_the_background__410b52d2b9,attr_personality_traits__keep_in_the_background__410b52d2b9,Keep in the background.,true,0,1,96
merged_attr_8ca1978f307c,attr_personality_traits__keep_in_touch_with_old_friends__03103b8804,Keep in touch with old friends.,true,0,1,96
merged_attr_8ca1978f307c,attr_personality_traits__stay_in_touch_with_old_acquaintances__f671252e5f,Stay in touch with old acquaintances.,false,1,1,96
attr_personality_traits__keep_my_appointments__32a857a09e,attr_personality_traits__keep_my_appointments__32a857a09e,Keep my appointments.,true,0,1,96
attr_personality_traits__keep_my_checkbook_balanced__8dbf2dcc43,attr_personality_traits__keep_my_checkbook_balanced__8dbf2dcc43,Keep my checkbook balanced.,true,0,1,96
attr_personality_traits__keep_my_distance_from_strangers__31018cf77f,attr_personality_traits__keep_my_distance_from_strangers__31018cf77f,Keep my distance from strangers.,true,0,1,96
attr_personality_traits__keep_my_emotions_under_control__9f3c7fe334,attr_personality_traits__keep_my_emotions_under_control__9f3c7fe334,Keep my emotions under control.,true,0,1,96
attr_personality_traits__keep_my_faith_even_during_hard_times__fc21fd58e0,attr_personality_traits__keep_my_faith_even_during_hard_times__fc21fd58e0,Keep my faith even during hard times.,true,0,1,96
attr_personality_traits__keep_my_feelings_to_myself_regardless_of_how_scared_i__c1a01582ee,attr_personality_traits__keep_my_feelings_to_myself_regardless_of_how_scared_i__c1a01582ee,"Keep my feelings to myself, regardless of how scared I am.",true,0,1,96
attr_personality_traits__keep_my_feelings_to_myself_regardless_of_how_unhappy_i__ffdd5acd25,attr_personality_traits__keep_my_feelings_to_myself_regardless_of_how_unhappy_i__ffdd5acd25,"Keep my feelings to myself, regardless of how unhappy I am.",true,0,1,96
attr_personality_traits__keep_my_hair_fashionable__b80a323c2e,attr_personality_traits__keep_my_hair_fashionable__b80a323c2e,Keep my hair fashionable.,true,0,1,96
attr_personality_traits__keep_my_happy_feelings_to_myself__dd179b5eba,attr_personality_traits__keep_my_happy_feelings_to_myself__dd179b5eba,Keep my happy feelings to myself.,true,0,1,96
attr_personality_traits__keep_my_promises__e7e77cb365,attr_personality_traits__keep_my_promises__e7e77cb365,Keep my promises.,true,0,1,96
attr_personality_traits__keep_my_sense_of_humor_even_in_gloomy_situations__9d0952c543,attr_personality_traits__keep_my_sense_of_humor_even_in_gloomy_situations__9d0952c543,Keep my sense of humor even in gloomy situations.,true,0,1,96
merged_attr_36f268414a0a,attr_personality_traits__keep_my_thoughts_to_myself__f1618e44f0,Keep my thoughts to myself.,false,0,1,96
merged_attr_36f268414a0a,attr_personality_traits__keep_to_myself__b2ca0fa426,Keep to myself.,true,1,1,96
attr_personality_traits__keep_myself_uninvolved__7daa07dcf3,attr_personality_traits__keep_myself_uninvolved__7daa07dcf3,Keep myself uninvolved.,true,0,1,96
attr_personality_traits__keep_myself_well_groomed__8ffdd5024c,attr_personality_traits__keep_myself_well_groomed__8ffdd5024c,Keep myself well-groomed.,true,0,1,96
attr_personality_traits__keep_old_traditions__db44b9b3e5,attr_personality_traits__keep_old_traditions__db44b9b3e5,Keep old traditions.,true,0,1,96
attr_personality_traits__keep_on_the_topic__a9c74f8a4f,attr_personality_traits__keep_on_the_topic__a9c74f8a4f,Keep on the topic.,true,0,1,96
attr_personality_traits__keep_others_at_a_distance__45d988b227,attr_personality_traits__keep_others_at_a_distance__45d988b227,Keep others at a distance.,true,0,1,96
attr_personality_traits__keep_people_waiting__b5f9f8d1e2,attr_personality_traits__keep_people_waiting__b5f9f8d1e2,Keep people waiting.,true,0,1,96
attr_personality_traits__keep_promises_that_i_make_to_myself__86ead5a27a,attr_personality_traits__keep_promises_that_i_make_to_myself__86ead5a27a,Keep promises that I make to myself.,true,0,1,96
attr_personality_traits__keep_situations_under_control__42483b0217,attr_personality_traits__keep_situations_under_control__42483b0217,Keep situations under control.,true,0,1,96
attr_personality_traits__keep_straight_right_from_wrong__ad02eeb827,attr_personality_traits__keep_straight_right_from_wrong__ad02eeb827,Keep straight right from wrong.,true,0,1,96
attr_personality_traits__keep_the_peace__8695753d97,attr_personality_traits__keep_the_peace__8695753d97,Keep the peace.,true,0,1,96
attr_personality_traits__keep_things_that_i_never_use__2d9a0e001d,attr_personality_traits__keep_things_that_i_never_use__2d9a0e001d,Keep things that I never use.,true,0,1,96
attr_personality_traits__keep_things_tidy__d5910d5c91,attr_personality_traits__keep_things_tidy__d5910d5c91,Keep things tidy.,true,0,1,96
attr_personality_traits__keep_to_myself_even_when_i_m_around_other_people__c7944c9b39,attr_personality_traits__keep_to_myself_even_when_i_m_around_other_people__c7944c9b39,Keep to myself even when I'm around other people.,true,0,1,96
attr_personality_traits__know_how_things_work__dde4cac865,attr_personality_traits__know_how_things_work__dde4cac865,Know how things work.,true,0,1,96
attr_personality_traits__know_how_to_apply_my_knowledge__53c89102ac,attr_personality_traits__know_how_to_apply_my_knowledge__53c89102ac,Know how to apply my knowledge.,true,0,1,96
attr_personality_traits__know_how_to_captivate_people__d9e219f257,attr_personality_traits__know_how_to_captivate_people__d9e219f257,Know how to captivate people.,true,0,1,96
attr_personality_traits__know_how_to_comfort_others__49177e9818,attr_personality_traits__know_how_to_comfort_others__49177e9818,Know how to comfort others.,true,0,1,96
attr_personality_traits__know_how_to_control_myself__442115de22,attr_personality_traits__know_how_to_control_myself__442115de22,Know how to control myself.,true,0,1,96
attr_personality_traits__know_how_to_convince_others__294e554ddb,attr_personality_traits__know_how_to_convince_others__294e554ddb,Know how to convince others.,true,0,1,96
attr_personality_traits__know_how_to_cope__52c0d5fb1e,attr_personality_traits__know_how_to_cope__52c0d5fb1e,Know how to cope.,true,0,1,96
attr_personality_traits__know_how_to_do_my_job__9a7ca81a62,attr_personality_traits__know_how_to_do_my_job__9a7ca81a62,Know how to do my job.,true,0,1,96
attr_personality_traits__know_how_to_do_well_on_tests__530375a680,attr_personality_traits__know_how_to_do_well_on_tests__530375a680,Know how to do well on tests.,true,0,1,96
attr_personality_traits__know_how_to_enjoy_myself__73fd7708be,attr_personality_traits__know_how_to_enjoy_myself__73fd7708be,Know how to enjoy myself.,true,0,1,96
attr_personality_traits__know_how_to_fly_a_helicopter__23ae07e714,attr_personality_traits__know_how_to_fly_a_helicopter__23ae07e714,Know how to fly a helicopter.,true,0,1,96
attr_personality_traits__know_how_to_get_around_the_rules__3e7b69e49b,attr_personality_traits__know_how_to_get_around_the_rules__3e7b69e49b,Know how to get around the rules.,true,0,1,96
attr_personality_traits__know_how_to_get_things_done__9d4e2e83b4,attr_personality_traits__know_how_to_get_things_done__9d4e2e83b4,Know how to get things done.,true,0,1,96
attr_personality_traits__know_how_to_make_something_from_nothing__e3ba198cae,attr_personality_traits__know_how_to_make_something_from_nothing__e3ba198cae,Know how to make something from nothing.,true,0,1,96
attr_personality_traits__know_how_to_play_the_bagpipes__35816228c5,attr_personality_traits__know_how_to_play_the_bagpipes__35816228c5,Know how to play the bagpipes.,true,0,1,96
attr_personality_traits__know_immediately_what_to_do__40db08cf81,attr_personality_traits__know_immediately_what_to_do__40db08cf81,Know immediately what to do.,true,0,1,96
attr_personality_traits__know_my_limitations__0457a063f7,attr_personality_traits__know_my_limitations__0457a063f7,Know my limitations.,true,0,1,96
attr_personality_traits__know_my_strengths__9c38a7f284,attr_personality_traits__know_my_strengths__9c38a7f284,Know my strengths.,true,0,1,96
attr_personality_traits__know_no_limits__86c0acd032,attr_personality_traits__know_no_limits__86c0acd032,Know no limits.,true,0,1,96
attr_personality_traits__know_people_whose_opinions_are_simply_not_worth_listen__387e3e2bef,attr_personality_traits__know_people_whose_opinions_are_simply_not_worth_listen__387e3e2bef,Know people whose opinions are simply not worth listening to.,true,0,1,96
attr_personality_traits__know_someone_for_whom_i_would_do_almost_anything__43c52f8387,attr_personality_traits__know_someone_for_whom_i_would_do_almost_anything__43c52f8387,Know someone for whom I would do almost anything.,true,0,1,96
attr_personality_traits__know_someone_who_is_absolutely_fair_and_just__63e370ee32,attr_personality_traits__know_someone_who_is_absolutely_fair_and_just__63e370ee32,Know someone who is absolutely fair and just.,true,0,1,96
attr_personality_traits__know_someone_whom_i_really_care_about_as_a_person__5065773362,attr_personality_traits__know_someone_whom_i_really_care_about_as_a_person__5065773362,Know someone whom I really care about as a person.,true,0,1,96
attr_personality_traits__know_someone_with_whom_i_feel_free_to_be_myself__b4f7090069,attr_personality_traits__know_someone_with_whom_i_feel_free_to_be_myself__b4f7090069,Know someone with whom I feel free to be myself.,true,0,1,96
attr_personality_traits__know_that_anyone_who_tries_can_get_a_job__332ff401c2,attr_personality_traits__know_that_anyone_who_tries_can_get_a_job__332ff401c2,Know that anyone who tries can get a job.,true,0,1,96
attr_personality_traits__know_that_i_am_not_a_special_person__773c63edf2,attr_personality_traits__know_that_i_am_not_a_special_person__773c63edf2,Know that I am not a special person.,true,0,1,96
attr_personality_traits__know_that_i_can_improve_myself__5b1afe06b8,attr_personality_traits__know_that_i_can_improve_myself__5b1afe06b8,Know that I can improve myself.,true,0,1,96
attr_personality_traits__know_that_i_can_live_my_life_in_any_way_i_want_to__c4b499a1bc,attr_personality_traits__know_that_i_can_live_my_life_in_any_way_i_want_to__c4b499a1bc,Know that I can live my life in any way I want to.,true,0,1,96
attr_personality_traits__know_that_i_m_a_special_person__6cbd1ed9c8,attr_personality_traits__know_that_i_m_a_special_person__6cbd1ed9c8,Know that I'm a special person.,true,0,1,96
attr_personality_traits__know_that_i_m_good_because_others_tell_me_so__a04a36ebc8,attr_personality_traits__know_that_i_m_good_because_others_tell_me_so__a04a36ebc8,Know that I'm good because others tell me so.,true,0,1,96
attr_personality_traits__know_that_i_wouldn_t_be_any_happier_if_i_owned_nicer_t__b0e2188b1e,attr_personality_traits__know_that_i_wouldn_t_be_any_happier_if_i_owned_nicer_t__b0e2188b1e,Know that I wouldn't be any happier if I owned nicer things,true,0,1,96
attr_personality_traits__know_that_many_people_helped_me_to_get_to_where_i_am_t__b94c20d143,attr_personality_traits__know_that_many_people_helped_me_to_get_to_where_i_am_t__b94c20d143,Know that many people helped me to get to where I am today.,true,0,1,96
attr_personality_traits__know_that_modesty_doesn_t_become_me__fe9cc2407f,attr_personality_traits__know_that_modesty_doesn_t_become_me__fe9cc2407f,Know that modesty doesn't become me.,true,0,1,96
attr_personality_traits__know_that_my_achievements_will_be_forgotten_after_i_m__b77d19eb2b,attr_personality_traits__know_that_my_achievements_will_be_forgotten_after_i_m__b77d19eb2b,Know that my achievements will be forgotten after I'm dead.,true,0,1,96
attr_personality_traits__know_that_my_anger_is_a_problem__981648942f,attr_personality_traits__know_that_my_anger_is_a_problem__981648942f,Know that my anger is a problem.,true,0,1,96
attr_personality_traits__know_that_my_belief_in_god_a_higher_power_helps_me_to__1b4a7392e6,attr_personality_traits__know_that_my_belief_in_god_a_higher_power_helps_me_to__1b4a7392e6,Know that my belief in God / a Higher Power helps me to understand my purpose in life.,true,0,1,96
attr_personality_traits__know_that_my_beliefs_make_my_life_important__0ac3ba706c,attr_personality_traits__know_that_my_beliefs_make_my_life_important__0ac3ba706c,Know that my beliefs make my life important.,true,0,1,96
attr_personality_traits__know_that_my_decisions_are_correct__2f200de20c,attr_personality_traits__know_that_my_decisions_are_correct__2f200de20c,Know that my decisions are correct.,true,0,1,96
attr_personality_traits__know_that_my_friends_consider_me_to_be_impulsive__df6c511ab7,attr_personality_traits__know_that_my_friends_consider_me_to_be_impulsive__df6c511ab7,Know that my friends consider me to be impulsive.,true,0,1,96
attr_personality_traits__know_that_my_ideas_sometimes_surprise_people__63f4d27368,attr_personality_traits__know_that_my_ideas_sometimes_surprise_people__63f4d27368,Know that my ideas sometimes surprise people.,true,0,1,96
attr_personality_traits__know_that_my_life_has_no_strong_purpose__98c49d92bf,attr_personality_traits__know_that_my_life_has_no_strong_purpose__98c49d92bf,Know that my life has no strong purpose.,true,0,1,96
attr_personality_traits__know_that_my_special_qualities_will_some_day_be_admire__a2c8e12f9d,attr_personality_traits__know_that_my_special_qualities_will_some_day_be_admire__a2c8e12f9d,Know that my special qualities will some day be admired.,true,0,1,96
attr_personality_traits__know_that_some_others_accept_my_shortcomings__8384903299,attr_personality_traits__know_that_some_others_accept_my_shortcomings__8384903299,Know that some others accept my shortcomings.,true,0,1,96
attr_personality_traits__know_that_sometimes_my_clothes_don_t_match_and_i_don_t__6cf69c7dd8,attr_personality_traits__know_that_sometimes_my_clothes_don_t_match_and_i_don_t__6cf69c7dd8,Know that sometimes my clothes don't match (and I don't care).,true,0,1,96
attr_personality_traits__know_that_the_world_would_be_a_much_better_place_if_i__050927580b,attr_personality_traits__know_that_the_world_would_be_a_much_better_place_if_i__050927580b,Know that the world would be a much better place if I were in charge.,true,0,1,96
attr_personality_traits__know_that_there_are_people_in_my_life_who_care_as_much__119300e3e6,attr_personality_traits__know_that_there_are_people_in_my_life_who_care_as_much__119300e3e6,Know that there are people in my life who care as much for me as for themselves.,true,0,1,96
attr_personality_traits__know_that_there_is_someone_i_trust_to_help_and_support__0c1c2c9e6b,attr_personality_traits__know_that_there_is_someone_i_trust_to_help_and_support__0c1c2c9e6b,Know that there is someone I trust to help and support me.,true,0,1,96
attr_personality_traits__know_the_answers_to_many_questions__d1e79be166,attr_personality_traits__know_the_answers_to_many_questions__d1e79be166,Know the answers to many questions.,true,0,1,96
attr_personality_traits__know_the_names_of_many_types_of_animals_birds_and_plan__3bc4affa12,attr_personality_traits__know_the_names_of_many_types_of_animals_birds_and_plan__3bc4affa12,"Know the names of many types of animals, birds, and plants.",true,0,1,96
attr_personality_traits__know_the_proper_thing_to_do__a5ee981181,attr_personality_traits__know_the_proper_thing_to_do__a5ee981181,Know the proper thing to do.,true,0,1,96
attr_personality_traits__know_what_i_want__c78f133083,attr_personality_traits__know_what_i_want__c78f133083,Know what I want.,true,0,1,96
attr_personality_traits__know_what_is_essential_and_what_is_not__67ffc2fb6f,attr_personality_traits__know_what_is_essential_and_what_is_not__67ffc2fb6f,Know what is essential and what is not.,true,0,1,96
attr_personality_traits__know_what_makes_others_tick__f7e48a9a69,attr_personality_traits__know_what_makes_others_tick__f7e48a9a69,Know what makes others tick.,true,0,1,96
attr_personality_traits__know_what_others_are_thinking__840645d429,attr_personality_traits__know_what_others_are_thinking__840645d429,Know what others are thinking.,true,0,1,96
attr_personality_traits__know_what_s_going_on_in_the_world__8c43109595,attr_personality_traits__know_what_s_going_on_in_the_world__8c43109595,Know what's going on in the world.,true,0,1,96
attr_personality_traits__know_what_to_say_to_make_people_feel_good__d382f93bcc,attr_personality_traits__know_what_to_say_to_make_people_feel_good__d382f93bcc,Know what to say to make people feel good.,true,0,1,96
attr_personality_traits__lack_confidence_in_what_the_future_holds__e4bfbd2846,attr_personality_traits__lack_confidence_in_what_the_future_holds__e4bfbd2846,Lack confidence in what the future holds.,true,0,1,96
attr_personality_traits__lack_the_talent_for_influencing_people__bf899b33e6,attr_personality_traits__lack_the_talent_for_influencing_people__bf899b33e6,Lack the talent for influencing people.,true,0,1,96
attr_personality_traits__language_mastery__a216377501,attr_personality_traits__language_mastery__a216377501,Language Mastery,true,0,1,98
attr_personality_traits__lash_out_at_others_when_something_is_bothering_me__278db93d6d,attr_personality_traits__lash_out_at_others_when_something_is_bothering_me__278db93d6d,Lash out at others when something is bothering me.,true,0,1,96
attr_personality_traits__laugh_a_lot__1d19aaa7b7,attr_personality_traits__laugh_a_lot__1d19aaa7b7,Laugh a lot.,true,0,1,96
attr_personality_traits__laugh_aloud__267c9a8b60,attr_personality_traits__laugh_aloud__267c9a8b60,Laugh aloud.,true,0,1,96
attr_personality_traits__laugh_and_cry_at_the_same_time__ea9c34924f,attr_personality_traits__laugh_and_cry_at_the_same_time__ea9c34924f,Laugh and cry at the same time.,true,0,1,96
attr_personality_traits__laugh_at_others__fa9a44e47c,attr_personality_traits__laugh_at_others__fa9a44e47c,Laugh at others.,true,0,1,96
attr_personality_traits__laugh_at_the_slightest_provocation__69a020afe4,attr_personality_traits__laugh_at_the_slightest_provocation__69a020afe4,Laugh at the slightest provocation.,true,0,1,96
attr_personality_traits__laugh_my_way_through_life__4c469083a5,attr_personality_traits__laugh_my_way_through_life__4c469083a5,Laugh my way through life.,true,0,1,96
attr_personality_traits__laugh_out_loud_if_something_is_funny__1491c93ddd,attr_personality_traits__laugh_out_loud_if_something_is_funny__1491c93ddd,Laugh out loud if something is funny.,true,0,1,96
attr_personality_traits__lay_down_the_law_to_others__c646ae3307,attr_personality_traits__lay_down_the_law_to_others__c646ae3307,Lay down the law to others.,true,0,1,96
attr_personality_traits__leadership__16f9220fda,attr_personality_traits__leadership__16f9220fda,Leadership,true,0,1,98
attr_personality_traits__learn_quickly__52bdc16593,attr_personality_traits__learn_quickly__52bdc16593,Learn quickly.,true,0,1,96
attr_personality_traits__learn_things_at_an_acceptable_rate__3c18a9c3b9,attr_personality_traits__learn_things_at_an_acceptable_rate__3c18a9c3b9,Learn things at an acceptable rate.,true,0,1,96
