mapping_candidate_id,extended_candidate_id,extended_source,extended_label,extended_category,canonical_attribute_id,canonical_label,canonical_category,heuristic_score,proposed_mapping_weight,weight_basis,shared_token_count,llm_status
map_deeppersona_auto_extract_lifestyle_dp_life_book_pref__attr_behavioral_patterns_and_pref_payment_preference,deeppersona_auto_extract__lifestyle_dp_life_book_preferences__e79f6f0699,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Book Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__payment_preference__7c1cffaa89,Payment preference,Behavioral Patterns & Preferences,0.6471,0.6056,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_cognitive__attr_personality_traits_cognitive_failures_97e12f8d6,deeppersona_auto_extract__cognition_dp_cog_cognitive_health__94af488aed,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Cognitive Health,Personality Traits,attr_personality_traits__cognitive_failures__97e12f8d69,Cognitive Failures,Personality Traits,0.6471,0.6056,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_cognitive__attr_personality_traits_cognitive_problems_2d20ec0ef,deeppersona_auto_extract__cognition_dp_cog_cognitive_health__94af488aed,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Cognitive Health,Personality Traits,attr_personality_traits__cognitive_problems__2d20ec0efd,Cognitive Problems,Personality Traits,0.6471,0.6056,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_psychographic_ap_psy_primal__attr_demographics_and_population_primal_belief_10_on,deeppersona_auto_extract__psychographic_ap_psy_primal_belief_11_instead_of_cooperative_the__a5c7fbcfa2,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),"Primal belief #11: Instead of cooperative, the world is a cut-throat and competitive place.",Demographics & Population Grounding,attr_demographics_and_population__primal_belief_10_on_the_whole_the_world_is_a_dangerous__eaa6e4de32,"Primal belief #10: On the whole, the world is a dangerous place.",Demographics & Population Grounding,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,4,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_shopping__attr_behavioral_patterns_and_pref_shopping_style_63b,deeppersona_auto_extract__lifestyle_dp_life_shopping_behavior__6a8001400a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Shopping Behavior,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__shopping_style__63bb551ebf,Shopping style,Behavioral Patterns & Preferences,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_entertain__attr_behavioral_patterns_and_pref_interest_gardening,deeppersona_auto_extract__lifestyle_dp_life_entertaining__9937779ea0,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Entertaining,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__interest_gardening__94f924341d,Interest: Gardening,Behavioral Patterns & Preferences,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_skincare__attr_behavioral_patterns_and_pref_morning_routine_43,deeppersona_auto_extract__lifestyle_dp_life_skincare_routine__b097ba55f6,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Skincare Routine,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__morning_routine__4316d98161,Morning routine,Behavioral Patterns & Preferences,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_exercise__attr_behavioral_patterns_and_pref_exercise_frequency,deeppersona_auto_extract__lifestyle_dp_life_exercise_type__3dfa883ec5,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Exercise Type,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__exercise_frequency__a62b1f5395,Exercise frequency,Behavioral Patterns & Preferences,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_culinary__attr_behavioral_patterns_and_pref_culinary_persona_a,deeppersona_auto_extract__lifestyle_dp_life_culinary_skills__72fa015349,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Culinary Skills,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__culinary_persona__a966162ad5,Culinary Persona,Behavioral Patterns & Preferences,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_shopping__attr_behavioral_patterns_and_pref_shopping_style_63b,deeppersona_auto_extract__lifestyle_dp_life_shopping_behavior__4097eb2449,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Shopping Behavior,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__shopping_style__63bb551ebf,Shopping style,Behavioral Patterns & Preferences,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_entertain__attr_behavioral_patterns_and_pref_interest_gardening,deeppersona_auto_extract__lifestyle_dp_life_entertaining__262b38bc6a,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Entertaining,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__interest_gardening__94f924341d,Interest: Gardening,Behavioral Patterns & Preferences,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cultural_dp_cult_membership__attr_social_identity_relationship_marital_status_7b3,deeppersona_auto_extract__cultural_dp_cult_membership_status__e42f02c427,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Membership Status,"Social Identity, Relationships & Community",attr_social_identity_relationship__marital_status__7b352973ae,Marital status,"Social Identity, Relationships & Community",0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_skincare__attr_behavioral_patterns_and_pref_morning_routine_43,deeppersona_auto_extract__lifestyle_dp_life_skincare_routine__ec76b3a05d,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Skincare Routine,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__morning_routine__4316d98161,Morning routine,Behavioral Patterns & Preferences,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_exercise__attr_behavioral_patterns_and_pref_exercise_frequency,deeppersona_auto_extract__lifestyle_dp_life_exercise_type__e935515a06,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Exercise Type,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__exercise_frequency__a62b1f5395,Exercise frequency,Behavioral Patterns & Preferences,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_culinary__attr_behavioral_patterns_and_pref_culinary_persona_a,deeppersona_auto_extract__lifestyle_dp_life_culinary_skills__843705dd03,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Culinary Skills,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__culinary_persona__a966162ad5,Culinary Persona,Behavioral Patterns & Preferences,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_professional_dp_prof_primar__attr_domain_specific_overlays_primary_messenger_03bb,deeppersona_auto_extract__professional_dp_prof_primarysource__b74f4af11d,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Primary Source,Domain-Specific Overlays,attr_domain_specific_overlays__primary_messenger__03bb4bcaed,Primary messenger,Domain-Specific Overlays,0.6452,0.605,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_attitudes_ap_att_climate_ch__attr_worldview_beliefs_and_attitu_impact_of_climate,deeppersona_auto_extract__attitudes_ap_att_climate_change_worry__335b964d9e,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Climate change worry,"Worldview, Beliefs & Attitudes",attr_worldview_beliefs_and_attitu__impact_of_climate_change_for_america__a1f46f23f7,impact of climate change for america,"Worldview, Beliefs & Attitudes",0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_daily_rou__attr_behavioral_patterns_and_pref_morning_routine_43,deeppersona_auto_extract__lifestyle_dp_life_daily_routine__c147b31925,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Daily Routine,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__morning_routine__4316d98161,Morning routine,Behavioral Patterns & Preferences,0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_risk_perce__attr_personality_traits_risk_aversion_e34d448d62,deeppersona_auto_extract__cognition_dp_cog_risk_perception__be284d678a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Risk Perception,Personality Traits,attr_personality_traits__risk_aversion__e34d448d62,Risk-aversion,Personality Traits,0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_professional_dp_prof_curren__attr_domain_specific_overlays_driving_status_053ed0a,deeppersona_auto_extract__professional_dp_prof_current_status__e0cd69b11a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Current Status,Domain-Specific Overlays,attr_domain_specific_overlays__driving_status__053ed0a7b4,Driving status,Domain-Specific Overlays,0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_professional_dp_prof_curren__attr_domain_specific_overlays_veteran_status_b580d2a,deeppersona_auto_extract__professional_dp_prof_current_status__e0cd69b11a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Current Status,Domain-Specific Overlays,attr_domain_specific_overlays__veteran_status__b580d2a2f6,Veteran status,Domain-Specific Overlays,0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_user_inte__attr_behavioral_patterns_and_pref_interest_cars_969a,deeppersona_auto_extract__lifestyle_dp_life_user_interests__8892679e05,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),User Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__interest_cars__969a11cd39,Interest: Cars,Behavioral Patterns & Preferences,0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_professional_dp_prof_studen__attr_domain_specific_overlays_driving_status_053ed0a,deeppersona_auto_extract__professional_dp_prof_student_status__bf48a8f640,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Student Status,Domain-Specific Overlays,attr_domain_specific_overlays__driving_status__053ed0a7b4,Driving status,Domain-Specific Overlays,0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_daily_rou__attr_behavioral_patterns_and_pref_morning_routine_43,deeppersona_auto_extract__lifestyle_dp_life_daily_routine__703d7e251f,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Daily Routine,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__morning_routine__4316d98161,Morning routine,Behavioral Patterns & Preferences,0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_risk_perce__attr_personality_traits_risk_aversion_e34d448d62,deeppersona_auto_extract__cognition_dp_cog_risk_perception__d13ccf8d0e,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Risk Perception,Personality Traits,attr_personality_traits__risk_aversion__e34d448d62,Risk-aversion,Personality Traits,0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_professional_dp_prof_curren__attr_domain_specific_overlays_driving_status_053ed0a,deeppersona_auto_extract__professional_dp_prof_current_status__c85a611f0b,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Current Status,Domain-Specific Overlays,attr_domain_specific_overlays__driving_status__053ed0a7b4,Driving status,Domain-Specific Overlays,0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_professional_dp_prof_curren__attr_domain_specific_overlays_veteran_status_b580d2a,deeppersona_auto_extract__professional_dp_prof_current_status__c85a611f0b,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Current Status,Domain-Specific Overlays,attr_domain_specific_overlays__veteran_status__b580d2a2f6,Veteran status,Domain-Specific Overlays,0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_user_inte__attr_behavioral_patterns_and_pref_interest_cars_969a,deeppersona_auto_extract__lifestyle_dp_life_user_interests__5159f201ca,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),User Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__interest_cars__969a11cd39,Interest: Cars,Behavioral Patterns & Preferences,0.6429,0.6043,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_psychographic_ap_psy_primal__attr_demographics_and_population_primal_belief_06_mo,deeppersona_auto_extract__psychographic_ap_psy_primal_belief_17_most_things_and_situations__c8597df292,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Primal belief #17: Most things and situations are harmless and totally safe.,Demographics & Population Grounding,attr_demographics_and_population__primal_belief_06_most_things_in_life_are_kind_of_borin__90f6093447,Primal belief #06: Most things in life are kind of boring.,Demographics & Population Grounding,0.6418,0.6039,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,4,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_values_dp_val_environmental__attr_worldview_beliefs_and_attitu_environmental_thre,deeppersona_auto_extract__values_dp_val_environmental_ethics__b7ac4015ba,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Environmental Ethics,"Worldview, Beliefs & Attitudes",attr_worldview_beliefs_and_attitu__environmental_threats_exaggerated__dcdb4f7c97,environmental threats exaggerated,"Worldview, Beliefs & Attitudes",0.6415,0.6038,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_values_dp_val_environmental__attr_worldview_beliefs_and_attitu_environmental_thre,deeppersona_auto_extract__values_dp_val_environmental_ethics__c97f7fde0e,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Environmental Ethics,"Worldview, Beliefs & Attitudes",attr_worldview_beliefs_and_attitu__environmental_threats_exaggerated__dcdb4f7c97,environmental threats exaggerated,"Worldview, Beliefs & Attitudes",0.6415,0.6038,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_values_dp_val_environmental__attr_worldview_beliefs_and_attitu_subject_environmen,deeppersona_auto_extract__values_dp_val_environmental_ethics__b7ac4015ba,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Environmental Ethics,"Worldview, Beliefs & Attitudes",attr_worldview_beliefs_and_attitu__subject_environmental_science__2b18fbc1b3,Subject: Environmental science,"Worldview, Beliefs & Attitudes",0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_emotional__attr_personality_traits_have_out_of_body_experiences,deeppersona_auto_extract__cognition_dp_cog_emotional_experiences__fad916b940,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Emotional Experiences,Personality Traits,attr_personality_traits__have_out_of_body_experiences__f413bc5478,Have out-of-body experiences.,Personality Traits,0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_art_inter__attr_behavioral_patterns_and_pref_interest_tea_0b6e2,deeppersona_auto_extract__lifestyle_dp_life_art_interest__3173a549e0,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Art Interest,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__interest_tea__0b6e2c9ded,Interest: Tea,Behavioral Patterns & Preferences,0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cultural_dp_cult_community__attr_social_identity_relationship_community_service,deeppersona_auto_extract__cultural_dp_cult_community_participation__42e6f10a43,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Community Participation,"Social Identity, Relationships & Community",attr_social_identity_relationship__community_service_history__441871b856,Community / service history,"Social Identity, Relationships & Community",0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_demographic_dp_demo_usersta__attr_demographics_and_population_marital_status_b948,deeppersona_auto_extract__demographic_dp_demo_userstatus__fad855a4eb,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),User Status,Demographics & Population Grounding,attr_demographics_and_population__marital_status__b948302ff2,marital status,Demographics & Population Grounding,0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_values_dp_val_environmental__attr_worldview_beliefs_and_attitu_subject_environmen,deeppersona_auto_extract__values_dp_val_environmental_ethics__c97f7fde0e,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Environmental Ethics,"Worldview, Beliefs & Attitudes",attr_worldview_beliefs_and_attitu__subject_environmental_science__2b18fbc1b3,Subject: Environmental science,"Worldview, Beliefs & Attitudes",0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_media_inf__attr_behavioral_patterns_and_pref_media_diet_b0eb3e7,deeppersona_auto_extract__lifestyle_dp_life_media_influence__a73cd3333a,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Media Influence,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__media_diet__b0eb3e796c,Media diet,Behavioral Patterns & Preferences,0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_emotional__attr_personality_traits_have_out_of_body_experiences,deeppersona_auto_extract__cognition_dp_cog_emotional_experiences__00a6095d1b,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Emotional Experiences,Personality Traits,attr_personality_traits__have_out_of_body_experiences__f413bc5478,Have out-of-body experiences.,Personality Traits,0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_art_inter__attr_behavioral_patterns_and_pref_interest_tea_0b6e2,deeppersona_auto_extract__lifestyle_dp_life_art_interest__90c5df352d,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Art Interest,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__interest_tea__0b6e2c9ded,Interest: Tea,Behavioral Patterns & Preferences,0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_modesty_a__attr_behavioral_patterns_and_pref_modality_preferenc,deeppersona_auto_extract__lifestyle_dp_life_modesty_and_coverage_preference__620b50409f,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Modesty and Coverage Preference,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__modality_preference__d6742aa47c,Modality preference,Behavioral Patterns & Preferences,0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cultural_dp_cult_community__attr_social_identity_relationship_community_service,deeppersona_auto_extract__cultural_dp_cult_community_participation__b355dbe9dd,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Community Participation,"Social Identity, Relationships & Community",attr_social_identity_relationship__community_service_history__441871b856,Community / service history,"Social Identity, Relationships & Community",0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_demographic_dp_demo_usersta__attr_demographics_and_population_marital_status_b948,deeppersona_auto_extract__demographic_dp_demo_userstatus__9f4e8b7b2a,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),User Status,Demographics & Population Grounding,attr_demographics_and_population__marital_status__b948302ff2,marital status,Demographics & Population Grounding,0.64,0.6034,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_attention__attr_personality_traits_let_my_attention_wander_off,deeppersona_auto_extract__cognition_dp_cog_attention_and_focus__8f294839c8,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Attention and Focus,Personality Traits,attr_personality_traits__let_my_attention_wander_off__63903f916f,Let my attention wander off.,Personality Traits,0.6383,0.6028,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_emotional__attr_personality_traits_emotional_expressiveness_255,deeppersona_auto_extract__cognition_dp_cog_emotional_engagement__598b8f5536,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Emotional Engagement,Personality Traits,attr_personality_traits__emotional_expressiveness__2552f62ae5,Emotional expressiveness,Personality Traits,0.6364,0.6022,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_emotional__attr_personality_traits_emotional_expressiveness_255,deeppersona_auto_extract__cognition_dp_cog_emotional_perception__464aba777d,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Emotional Perception,Personality Traits,attr_personality_traits__emotional_expressiveness__2552f62ae5,Emotional expressiveness,Personality Traits,0.6364,0.6022,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_professional_dp_prof_busine__attr_domain_specific_overlays_diet_type_1a62114e65,deeppersona_auto_extract__professional_dp_prof_business_type__3bfbbfcc0a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Business Type,Domain-Specific Overlays,attr_domain_specific_overlays__diet_type__1a62114e65,Diet type,Domain-Specific Overlays,0.6364,0.6022,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_digital_m__attr_behavioral_patterns_and_pref_modality_preferenc,deeppersona_auto_extract__lifestyle_dp_life_digital_media_preferences__10584c490f,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Digital Media Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__modality_preference__d6742aa47c,Modality preference,Behavioral Patterns & Preferences,0.6364,0.6022,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_gaming_exp__attr_personality_traits_am_open_to_new_experiences_9,deeppersona_auto_extract__cognition_dp_cog_gaming_experience__ec30e06265,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Gaming Experience,Personality Traits,attr_personality_traits__am_open_to_new_experiences__932dca01ed,Am open to new experiences.,Personality Traits,0.6364,0.6022,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_hobbies_3__attr_behavioral_patterns_and_pref_hobby_intensity_4c,deeppersona_auto_extract__lifestyle_dp_life_hobbies__38d79291e7,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Hobbies,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobby_intensity__4c68863806,Hobby intensity,Behavioral Patterns & Preferences,0.6364,0.6022,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_personal__attr_behavioral_patterns_and_pref_modality_preferenc,deeppersona_auto_extract__lifestyle_dp_life_personal_care_preferences__3d90e7feed,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Personal Care Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__modality_preference__d6742aa47c,Modality preference,Behavioral Patterns & Preferences,0.6364,0.6022,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_content_f__attr_behavioral_patterns_and_pref_payment_preference,deeppersona_auto_extract__lifestyle_dp_life_content_format_preferences__fb15777a85,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Content Format Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__payment_preference__7c1cffaa89,Payment preference,Behavioral Patterns & Preferences,0.6364,0.6022,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_past_exper__attr_personality_traits_openness_to_experience_87926,deeppersona_auto_extract__cognition_dp_cog_past_experience_impact__8973924706,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Past Experience Impact,Personality Traits,attr_personality_traits__openness_to_experience__8792618368,Openness to Experience,Personality Traits,0.6364,0.6022,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_dislike_81__attr_personality_traits_dislike_myself_e1ff064b6a,deeppersona_auto_extract__cognition_dp_cog_dislike__81b746e535,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Dislike,Personality Traits,attr_personality_traits__dislike_myself__e1ff064b6a,Dislike myself.,Personality Traits,0.6364,0.6022,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,1,needs_llm_mapping_adjudication
