node_id,node_type,label,category,subcategory,size,node_weight,evidence_weight,weight_basis,quality_tier,source_count
attr_worldview_beliefs_and_attitu__trust_level__244bc5396a,attribute,Trust level,"Worldview, Beliefs & Attitudes",social and institutional trust,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__trust_profs_judgments_in_assigning_reading__b574598d9a,attribute,trust profs judgments in assigning reading,"Worldview, Beliefs & Attitudes",social and institutional trust,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__trust_results_of_surveys__3052406f2e,attribute,trust results of surveys,"Worldview, Beliefs & Attitudes",social and institutional trust,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__trust_white_people__8da6458816,attribute,trust white people,"Worldview, Beliefs & Attitudes",social and institutional trust,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__we_can_trust_people_in_govt__0c71d97f99,attribute,we can trust people in govt,"Worldview, Beliefs & Attitudes",social and institutional trust,2,1.557,0.7419,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__we_trust_too_much_in_science__051444153a,attribute,we trust too much in science,"Worldview, Beliefs & Attitudes",social and institutional trust,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__would_trust_family_physician_prescription__3889e9730e,attribute,would trust family physician prescription,"Worldview, Beliefs & Attitudes",social and institutional trust,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__would_trust_my_doctor__ce6d4225bd,attribute,would trust my doctor,"Worldview, Beliefs & Attitudes",social and institutional trust,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__would_trust_my_family__496a44f3e9,attribute,would trust my family,"Worldview, Beliefs & Attitudes",social and institutional trust,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__would_trust_the_courts__48b95e74fa,attribute,would trust the courts,"Worldview, Beliefs & Attitudes",social and institutional trust,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__do_you_feel_comfortable_using_digital_government_servi__1388e631ad,attribute,"Do you feel comfortable using digital government services (e.g., taxes, healthcare)?","Worldview, Beliefs & Attitudes",sociodemographic attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__how_serious_of_a_threat_is_climate_change__c75b335d5e,attribute,How serious of a threat is climate change?,"Worldview, Beliefs & Attitudes",sociodemographic attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__should_taxes_be_increased_to_improve_public_services__c93da71871,attribute,Should taxes be increased to improve public services?,"Worldview, Beliefs & Attitudes",sociodemographic attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__would_you_be_willing_to_pay_higher_taxes_to_protect_th__0e541643c3,attribute,Would you be willing to pay higher taxes to protect the environment?,"Worldview, Beliefs & Attitudes",sociodemographic attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__of_children__2858137e9b,attribute,# of Children,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__1st_argument_against_abortion__9b36b4ceb0,attribute,1st argument against abortion,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__1st_argument_for_abortion__2e27e0a2c3,attribute,1st argument for abortion,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__2nd_argument_against_abortion__faaf476718,attribute,2nd argument against abortion,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__2nd_argument_for_abortion__87d4f53c87,attribute,2nd argument for abortion,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__2nd_highest_priority_for_america__c8934a0b60,attribute,2nd highest priority for america,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__3rd_argument_against_abortion__72e118ec20,attribute,3rd argument against abortion,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__3rd_argument_for_abortion__87077a0c4b,attribute,3rd argument for abortion,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__a_spiritual_life_involving_mind_not_body__de5b87cae8,attribute,a spiritual life involving mind not body,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__abortion_if_woman_wants_for_any_reason__4c378fdd3f,attribute,abortion if woman wants for any reason,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__abortion_if_woman_wants_for_any_reason_grid_on_web__17f80311fd,attribute,abortion if woman wants for any reason (grid on web),"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__accept_a_reduction_in_the_size_of_protected_nature_are__cca787aded,attribute,accept a reduction in the size of protected nature areas in america,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__accept_cut_in_living_stnds_to_help_envir__b93b502487,attribute,accept cut in living stnds to help envir?,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,2,1.557,0.7419,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__afterlife_contrast_better_or_lacking__f018542b43,attribute,afterlife contrast: better or lacking,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__afterlife_contrast_peaceful_or_action__afdb5e26f8,attribute,afterlife contrast: peaceful or action,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__afterlife_contrast_shadows_or_full__2aeeb1f87b,attribute,afterlife contrast: shadows or full,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__afterlife_contrast_spiritual_or_sensual__974bffb3f0,attribute,afterlife contrast: spiritual or sensual,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__aim_of_art__cc18670f2e,attribute,aim of art,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__all_children_attend_pub_elem_and_hi_school__dec5785e13,attribute,all children attend pub elem & hi school,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__all_in_all_do_you_favor_or_oppose_the_use_of_animals_i__8e29a3a45e,attribute,"All in all, do you favor or oppose the use of animals in scientific research?","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__all_man_made_chems_cause_cancer__33fc60b8fc,attribute,all man-made chems cause cancer,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__all_of_the_greatest_advances_for_humanity_have_come_fr__641b7356c9,attribute,all of the greatest advances for humanity have come from science and technology,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__all_pesticides_cause_cancer__398c8b99db,attribute,all pesticides cause cancer,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__all_will_die_if_exposed_to_radioact__d35418676d,attribute,all will die if exposed to radioact,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__almost_everything_we_do_harms_envir__5fbffdc7ff,attribute,almost everything we do harms envir,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__amer_needs_econ_grwth_to_protect_envir__eb02a08248,attribute,amer needs econ grwth to protect envir,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__amerca_should_limit_immigration_to_protect_way_of_life__0dfb2899f5,attribute,amerca should limit immigration to protect way of life,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__america_benefits_from_being_a_member_of_nafta__b5311ee381,attribute,america benefits from being a member of nafta?,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__america_should_exclude_illegal_immigrants__b328c5770f,attribute,america should exclude illegal immigrants,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__america_should_follow_its_own_interests__31824a5ef9,attribute,america should follow its own interests,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__america_should_limit_the_import__38ee808e10,attribute,america should limit the import,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__american_doing_enough_to_protect_environment__1c39ba6ab0,attribute,american doing enough to protect environment,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__amount_of_tax_on_business_and_industry__6dd3a35597,attribute,amount of tax on business and industry,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__antibiotics_kill_bacteria_not_viruses__f5ebc9c292,attribute,antibiotics kill bacteria not viruses,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__any_other_group_tries_to_solve_problems__84b79f67e6,attribute,any other group tries to solve problems,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__are_immigrants_demanding_too_many_rights__3996f13b68,attribute,are immigrants demanding too many rights?,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__astrology_has_some_scientific_truth__e13596953c,attribute,astrology has some scientific truth,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__astrology_is_scientific__0216b6e019,attribute,astrology is scientific,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__at_times_i_think_i_am_no_good_at_all__8a0c210f17,attribute,at times i think i am no good at all,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__atheists_shouldn_t_hold_public_office__788f43d502,attribute,atheists shouldn't hold public office,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__attitude_advertising__755cc14d94,attribute,Attitude: Advertising,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_ai__7daf79cadd,attribute,Attitude: AI,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_alternative_medicine__42fc3d3c76,attribute,Attitude: Alternative medicine,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_authority__9f1d07ad30,attribute,Attitude: Authority,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_automation__de82efb07b,attribute,Attitude: Automation,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_capital_punishment__4c32bc8579,attribute,Attitude: Capital punishment,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_climate_action__385cb196e2,attribute,Attitude: Climate action,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_consumerism__2cf11c5652,attribute,Attitude: Consumerism,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_corporate_regulation_and_inequality__8265bdc238,attribute,Attitude: Corporate regulation and inequality,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_cryptocurrency__d75e8840f5,attribute,Attitude: Cryptocurrency,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_data_privacy__ef2780fd7b,attribute,Attitude: Data privacy,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_discrimination_and_inequality__cd91c1dc95,attribute,Attitude: Discrimination and inequality,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_electric_vehicles__8012221132,attribute,Attitude: Electric vehicles,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_fast_fashion__19a62fc9aa,attribute,Attitude: Fast fashion,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_free_markets__962f58b0d7,attribute,Attitude: Free markets,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_free_speech__8fccd1a63f,attribute,Attitude: Free speech,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_genetic_editing_for_disease__936685f0b9,attribute,Attitude: Genetic editing for disease,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_genetic_engineering__29f3fce091,attribute,Attitude: Genetic engineering,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_gentrification__2b4a8c66ec,attribute,Attitude: Gentrification,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_globalization__af2612d136,attribute,Attitude: Globalization,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_globalized_supply_chains__fd7b5a5631,attribute,Attitude: Globalized supply chains,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_government_regulation__638e391aa5,attribute,Attitude: Government regulation,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_gun_ownership__0ab4623c37,attribute,Attitude: Gun ownership,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_higher_education__3517d8aa3d,attribute,Attitude: Higher education,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_homeownership__c378cb1e0d,attribute,Attitude: Homeownership,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_immigration__593455eb05,attribute,Attitude: Immigration,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_immigration_and_inequality__e3b327add4,attribute,Attitude: Immigration and inequality,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_influencers__5a1f0e3258,attribute,Attitude: Influencers,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_labor_unions__932918f5c0,attribute,Attitude: Labor unions,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_minimalism__f2b0d8b778,attribute,Attitude: Minimalism,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_new_technology__0aa68fdf55,attribute,Attitude: New technology,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_online_reviews__b0ae8821d1,attribute,Attitude: Online reviews,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_open_source__664dc90367,attribute,Attitude: Open source,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_performance_reviews__b75de20933,attribute,Attitude: Performance reviews,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_public_transit__c604e1c964,attribute,Attitude: Public transit,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_rapid_change__352f330acc,attribute,Attitude: Rapid change,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_reducing_military_spending__55ccbf3a1a,attribute,Attitude: Reducing military spending,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_self_driving_cars__fe9c0304d7,attribute,Attitude: Self-driving cars,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_social_media__0e2c97b495,attribute,Attitude: Social media,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_space_exploration__54949b6202,attribute,Attitude: Space exploration,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_standardized_testing__6f34f4f9e9,attribute,Attitude: Standardized testing,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_subscription_services__4446406e5a,attribute,Attitude: Subscription services,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_surveillance__3715b1454c,attribute,Attitude: Surveillance,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_the_gig_economy__896bc4e8f3,attribute,Attitude: The gig economy,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_tipping_culture__181eb4a749,attribute,Attitude: Tipping culture,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_urban_density__397a617a27,attribute,Attitude: Urban density,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_vaccines__39ede16654,attribute,Attitude: Vaccines,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__attitude_veganism__ef0821ebc7,attribute,Attitude: Veganism,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__avg_person_can_influence_politicians__edbc9b7695,attribute,avg person can influence politicians,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__ban_opinions_harmful_to_other_groups__5bdf164d11,attribute,ban opinions harmful to other groups,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__belief_in_heaven__e56bc22f37,attribute,belief in heaven,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__belief_in_hell__ba28ebc1ec,attribute,belief in hell,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__belief_in_life_after_death__73fb7e4599,attribute,belief in life after death,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,2,1.557,0.7419,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__belief_in_life_after_death_no_volunteered_response_on__f09ca9efb5,attribute,belief in life after death (no volunteered response on web),"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__belief_in_life_after_death_with_volunteered_response_o__6f3df555ed,attribute,belief in life after death (with volunteered response on web),"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__belief_in_the_devil__86b6282d9e,attribute,belief in the devil,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__believe_in_god_who_watch_over_me__7e7e8985de,attribute,believe in god who watch over me,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__believe_too_much_in_science_not_enough_faith__ffdf9f4cac,attribute,"believe too much in science, not enough faith","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,2,1.557,0.7419,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__best_policy_on_gmf_vs_narrow_interest_business_leader__21ae9de09b,attribute,best policy on gmf vs narrow interest: business leader,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__best_policy_on_stem_cell_vs_narrow_interest_relig_lead__ae239ffc13,attribute,best policy on stem cell vs narrow interest: relig leader,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__best_policy_vs_narrow_interest_on_fed_inc_tax_business__db88b1802c,attribute,best policy vs narrow interest on fed inc tax: business leader,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__best_policy_vs_narrow_interest_business_leader__346e315968,attribute,best policy vs narrow interest: business leader,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__best_policy_vs_narrow_interest_environmental_scientist__00f031d680,attribute,best policy vs narrow interest: environmental scientist,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__best_way_for_blacks_to_improve_position__c5863ce7cc,attribute,best way for blacks to improve position,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__best_way_for_women_to_improve_position__265011e5ea,attribute,best way for women to improve position,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__better_if_more_believers_held_public_office__f00a473664,attribute,better if more believers held public office,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__better_to_maintain_distinct_cultures__1e6bba9e2f,attribute,better to maintain distinct cultures,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
